time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,red,green,blue,alpha
2024-11-07 17:03:10.871711,27.00,100802.02,33.89,43.63,0.00,0.00,0.00,0.00,0.00,0.00,169,2,2,2,6
2024-11-07 17:03:11.347995,26.98,100803.89,33.90,43.48,0.00,0.00,0.00,0.00,0.00,0.00,115,2,2,2,6
2024-11-07 17:03:11.831922,26.98,100802.18,33.90,43.62,0.00,0.00,0.00,0.00,0.00,0.00,99,0,0,0,1
2024-11-07 17:03:12.306615,26.98,100802.67,33.96,43.71,0.00,0.00,0.00,0.00,0.00,0.00,107,0,0,0,1
2024-11-07 17:03:12.791348,26.97,100799.66,34.10,43.83,0.00,0.00,0.00,0.00,0.00,0.00,145,0,0,0,0
2024-11-07 17:03:13.267970,26.97,100799.83,34.09,43.82,0.00,0.00,0.00,0.00,0.00,0.00,131,0,0,0,0
2024-11-07 17:03:13.753270,26.95,100803.12,34.11,43.54,0.00,0.00,0.00,0.00,0.00,0.00,170,0,0,0,0
2024-11-07 17:03:14.232232,26.95,100801.67,34.13,43.66,0.00,0.00,0.00,0.00,0.00,0.00,155,0,0,0,0
2024-11-07 17:03:14.707771,26.95,100803.28,34.10,43.53,0.00,0.00,0.00,0.00,0.00,0.00,522,0,0,0,0
2024-11-07 17:03:15.191036,26.95,100806.03,34.10,43.30,0.00,0.00,0.00,0.00,0.00,0.00,1003,0,0,0,0
2024-11-07 17:03:15.673278,26.95,100810.98,34.07,42.88,0.00,0.00,0.00,0.00,0.00,0.00,389,0,0,0,0
2024-11-07 17:03:16.151325,26.94,100809.23,34.11,43.03,0.00,0.00,0.00,0.00,0.00,0.00,451,0,0,0,0
2024-11-07 17:03:16.632956,26.94,100812.08,34.10,42.79,0.00,0.00,0.00,0.00,0.00,0.00,640,0,0,0,0
2024-11-07 17:03:17.107526,26.93,100820.12,34.11,42.12,0.00,0.00,0.00,0.00,0.00,0.00,173,0,0,0,0
2024-11-07 17:03:17.588407,26.93,100818.57,34.11,42.25,0.00,0.00,0.00,0.00,0.00,0.00,149,0,0,0,0
2024-11-07 17:03:18.065936,26.94,100821.12,34.12,42.04,0.00,0.00,0.00,0.00,0.00,0.00,168,0,0,0,0
2024-11-07 17:03:18.553169,26.94,100821.94,34.18,41.97,0.00,0.00,0.00,0.00,0.00,0.00,387,0,0,0,0
2024-11-07 17:03:19.029139,26.94,100826.36,34.16,41.60,0.00,0.00,0.00,0.00,0.00,0.00,543,0,0,0,0
2024-11-07 17:03:19.505750,26.94,100828.14,34.19,41.45,0.00,0.00,0.00,0.00,0.00,0.00,484,0,0,0,0
2024-11-07 17:03:19.986944,26.93,100829.02,34.20,41.38,0.00,0.00,0.00,0.00,0.00,0.00,463,1,1,1,3
2024-11-07 17:03:20.471559,26.93,100829.56,34.24,41.33,0.00,0.00,0.00,0.00,0.00,0.00,123,4,3,3,8
2024-11-07 17:03:20.947539,26.92,100832.21,34.30,41.11,0.00,0.00,0.00,0.00,0.00,0.00,137,4,3,3,9
2024-11-07 17:03:21.430655,26.92,100830.76,34.35,41.23,0.00,0.00,0.00,0.00,0.00,0.00,158,2,1,1,4
2024-11-07 17:03:21.911731,26.92,100831.41,34.35,41.18,0.00,0.00,0.00,0.00,0.00,0.00,113,0,0,0,1
2024-11-07 17:03:22.389503,26.92,100826.72,34.38,41.57,0.00,0.00,0.00,0.00,0.00,0.00,119,0,0,0,1
2024-11-07 17:03:22.871683,26.91,100828.30,34.42,41.44,0.00,0.00,0.00,0.00,0.00,0.00,135,0,0,0,0
2024-11-07 17:03:23.351530,26.90,100827.78,34.42,41.48,0.00,0.00,0.00,0.00,0.00,0.00,476,0,0,0,0
2024-11-07 17:03:23.832958,26.89,100827.91,34.42,41.47,0.00,0.00,0.00,0.00,0.00,0.00,304,0,0,0,0
2024-11-07 17:03:24.310552,26.88,100826.88,34.43,41.56,0.00,0.00,0.00,0.00,0.00,0.00,310,0,0,0,0
2024-11-07 17:03:24.791707,26.88,100827.95,34.45,41.47,0.00,0.00,0.00,0.00,0.00,0.00,950,0,0,0,0
2024-11-07 17:03:25.271636,26.89,100832.02,34.42,41.13,0.00,0.00,0.00,0.00,0.00,0.00,138,0,0,0,0
2024-11-07 17:03:25.747610,26.91,100832.41,34.42,41.09,0.00,0.00,0.00,0.00,0.00,0.00,870,0,0,0,0
2024-11-07 17:03:26.233502,26.91,100836.61,34.41,40.74,0.00,0.00,0.00,0.00,0.00,0.00,576,0,0,0,0
2024-11-07 17:03:26.712600,26.92,100838.91,34.46,40.55,0.00,0.00,0.00,0.00,0.00,0.00,201,0,0,0,0
2024-11-07 17:03:27.191581,26.91,100840.81,34.41,40.39,0.00,0.00,0.00,0.00,0.00,0.00,154,0,0,0,0
2024-11-07 17:03:27.669869,26.91,100844.78,34.39,40.06,0.00,0.00,0.00,0.00,0.00,0.00,275,0,0,0,0
2024-11-07 17:03:28.148313,26.91,100843.94,34.42,40.13,0.00,0.00,0.00,0.00,0.00,0.00,201,0,0,0,0
2024-11-07 17:03:28.632621,26.91,100846.08,34.48,39.95,0.00,0.00,0.00,0.00,0.00,0.00,126,0,0,0,1
2024-11-07 17:03:29.111762,26.91,100849.86,34.47,39.63,0.00,0.00,0.00,0.00,0.00,0.00,212,0,0,0,1
2024-11-07 17:03:29.586107,26.91,100855.61,34.51,39.15,0.00,0.00,0.00,0.00,0.00,0.00,260,0,0,0,0
2024-11-07 17:03:30.067651,26.90,100851.44,34.56,39.50,0.00,0.00,0.00,0.00,0.00,0.00,396,0,0,0,1
2024-11-07 17:03:30.547800,26.89,100848.56,34.55,39.74,0.00,0.00,0.00,0.00,0.00,0.00,271,1,1,1,2
2024-11-07 17:03:31.030913,26.87,100848.53,34.57,39.75,0.00,0.00,0.00,0.00,0.00,0.00,108,2,2,1,4
2024-11-07 17:03:31.509597,26.86,100850.50,34.56,39.58,0.00,0.00,0.00,0.00,0.00,0.00,107,0,0,0,1
2024-11-07 17:03:31.986895,26.85,100847.50,34.58,39.83,0.00,0.00,0.00,0.00,0.00,0.00,184,0,0,0,0
2024-11-07 17:03:32.469659,26.84,100848.98,34.57,39.71,0.00,0.00,0.00,0.00,0.00,0.00,184,0,0,0,0
2024-11-07 17:03:32.952196,26.83,100847.50,34.62,39.83,0.00,0.00,0.00,0.00,0.00,0.00,130,0,0,0,0
2024-11-07 17:03:33.432866,26.82,100849.41,34.62,39.67,0.00,0.00,0.00,0.00,0.00,0.00,127,0,0,0,0
2024-11-07 17:03:33.908502,26.81,100850.41,34.64,39.59,0.00,0.00,0.00,0.00,0.00,0.00,312,1,0,0,1
2024-11-07 17:03:34.387245,26.79,100850.77,34.64,39.56,0.00,0.00,0.00,0.00,0.00,0.00,272,5,3,3,9
2024-11-07 17:03:34.872292,26.78,100851.60,34.70,39.49,0.00,0.00,0.00,0.00,0.00,0.00,132,4,3,2,8
2024-11-07 17:03:35.347728,26.77,100852.86,34.68,39.38,0.00,0.00,0.00,0.00,0.00,0.00,105,4,3,2,9
2024-11-07 17:03:35.832032,26.77,100853.67,34.70,39.32,0.00,0.00,0.00,0.00,0.00,0.00,76,1,1,1,2
2024-11-07 17:03:36.306374,26.77,100851.41,34.66,39.50,0.00,0.00,0.00,0.00,0.00,0.00,93,0,0,0,1
2024-11-07 17:03:36.788330,26.76,100851.44,34.71,39.35,0.00,0.00,0.00,0.00,0.00,0.00,148,3,2,2,6
2024-11-07 17:03:37.265671,26.75,100850.44,34.75,39.59,0.00,0.00,0.00,0.00,0.00,0.00,336,3,2,2,6
2024-11-07 17:03:37.750484,26.73,100850.62,34.75,39.57,0.00,0.00,0.00,0.00,0.00,0.00,240,1,1,1,2
2024-11-07 17:03:38.228103,26.73,100850.38,34.75,39.59,0.00,0.00,0.00,0.00,0.00,0.00,157,1,1,1,3
2024-11-07 17:03:38.705244,26.71,100852.41,34.75,39.42,0.00,0.00,0.00,0.00,0.00,0.00,148,0,0,0,1
2024-11-07 17:03:39.188203,26.69,100850.02,34.73,39.62,0.00,0.00,0.00,0.00,0.00,0.00,122,0,0,0,0
2024-11-07 17:03:39.671250,26.68,100850.59,34.72,39.57,0.00,0.00,0.00,0.00,0.00,0.00,189,1,1,1,1
2024-11-07 17:03:40.150701,26.66,100849.88,34.76,39.63,0.00,0.00,0.00,0.00,0.00,0.00,148,0,0,0,1
2024-11-07 17:03:40.630102,26.65,100850.91,34.73,39.55,0.00,0.00,0.00,0.00,0.00,0.00,759,0,0,0,1
2024-11-07 17:03:41.113410,26.64,100849.98,34.72,39.62,0.00,0.00,0.00,0.00,0.00,0.00,213,0,0,0,1
2024-11-07 17:03:41.587246,26.63,100850.42,34.72,39.59,0.00,0.00,0.00,0.00,0.00,0.00,207,0,0,0,1
2024-11-07 17:03:42.072401,26.60,100848.09,34.77,39.78,0.00,0.00,0.00,0.00,0.00,0.00,898,0,0,0,1
2024-11-07 17:03:42.548227,26.58,100845.35,34.75,40.01,0.00,0.00,0.00,0.00,0.00,0.00,1646,1,0,0,1
2024-11-07 17:03:43.032337,26.56,100850.09,34.71,39.61,0.00,0.00,0.00,0.00,0.00,0.00,1008,2,1,1,4
2024-11-07 17:03:43.505743,26.55,100849.19,34.75,39.69,0.00,0.00,0.00,0.00,0.00,0.00,731,1,1,1,2
2024-11-07 17:03:43.990667,26.55,100850.48,34.79,39.58,0.00,0.00,0.00,0.00,0.00,0.00,711,1,1,1,2
2024-11-07 17:03:44.471217,26.54,100848.19,34.79,39.77,0.00,0.00,0.00,0.00,0.00,0.00,544,1,1,1,2
2024-11-07 17:03:44.951181,26.52,100850.38,34.81,39.59,0.00,0.00,0.00,0.00,0.00,0.00,857,1,1,1,2
2024-11-07 17:03:45.432449,26.51,100850.02,34.81,39.62,0.00,0.00,0.00,0.00,0.00,0.00,384,2,2,2,5
2024-11-07 17:03:45.908257,26.50,100849.89,34.85,39.50,0.00,0.00,0.00,0.00,0.00,0.00,249,1,1,1,2
2024-11-07 17:03:46.388671,26.47,100851.70,34.82,39.48,0.00,0.00,0.00,0.00,0.00,0.00,1046,0,0,0,1
2024-11-07 17:03:46.872605,26.44,100853.20,34.80,39.35,0.00,0.00,0.00,0.00,0.00,0.00,1070,0,0,0,0
2024-11-07 17:03:47.347465,26.42,100849.81,34.87,39.64,0.00,0.00,0.00,0.00,0.00,0.00,172,0,0,0,0
2024-11-07 17:03:47.832187,26.39,100849.58,34.88,39.66,0.00,0.00,0.00,0.00,0.00,0.00,182,0,0,0,1
2024-11-07 17:03:48.305730,26.39,100847.55,34.88,39.83,0.00,0.00,0.00,0.00,0.00,0.00,407,1,1,1,2
2024-11-07 17:03:48.790015,26.40,100849.33,34.90,39.68,0.00,0.00,0.00,0.00,0.00,0.00,281,1,1,1,3
2024-11-07 17:03:49.265912,26.39,100848.78,34.88,39.72,0.00,0.00,0.00,0.00,0.00,0.00,382,1,1,1,3
2024-11-07 17:03:49.752346,26.37,100849.32,34.94,39.68,0.00,0.00,0.00,0.00,0.00,0.00,962,1,1,1,2
2024-11-07 17:03:50.229759,26.33,100849.02,34.95,39.70,0.00,0.00,0.00,0.00,0.00,0.00,299,0,0,0,1
2024-11-07 17:03:50.705790,26.32,100848.18,34.96,39.77,0.00,0.00,0.00,0.00,0.00,0.00,411,1,1,0,1
2024-11-07 17:03:51.192191,26.31,100852.67,35.02,39.40,0.00,0.00,0.00,0.00,0.00,0.00,220,1,1,1,2
2024-11-07 17:03:51.671955,26.27,100845.81,34.99,39.97,0.00,0.00,0.00,0.00,0.00,0.00,203,1,1,0,2
2024-11-07 17:03:52.148194,26.24,100844.58,35.03,40.08,0.00,0.00,0.00,0.00,0.00,0.00,334,0,0,0,1
2024-11-07 17:03:52.626701,26.23,100845.89,35.06,39.97,0.00,0.00,0.00,0.00,0.00,0.00,305,0,0,0,0
2024-11-07 17:03:53.106668,26.21,100847.02,35.08,39.87,0.00,0.00,0.00,0.00,0.00,0.00,331,0,0,0,0
2024-11-07 17:03:53.593293,26.19,100851.73,35.13,39.48,0.00,0.00,0.00,0.00,0.00,0.00,282,2,1,1,4
2024-11-07 17:03:54.071209,26.17,100850.59,35.16,39.57,0.00,0.00,0.00,0.00,0.00,0.00,284,2,1,1,3
2024-11-07 17:03:54.549009,26.15,100849.49,35.16,39.67,0.00,0.00,0.00,0.00,0.00,0.00,363,0,0,0,1
2024-11-07 17:03:55.029095,26.14,100851.62,35.21,39.49,0.00,0.00,0.00,0.00,0.00,0.00,560,0,0,0,0
2024-11-07 17:03:55.511111,26.12,100851.87,35.26,39.47,0.00,0.00,0.00,0.00,0.00,0.00,635,1,1,1,2
2024-11-07 17:03:55.990455,26.09,100853.64,35.28,39.32,0.00,0.00,0.00,0.00,0.00,0.00,257,6,4,3,11
2024-11-07 17:03:56.468966,26.06,100848.84,35.25,39.42,0.00,0.00,0.00,0.00,0.00,0.00,263,3,2,2,7
2024-11-07 17:03:56.953085,26.05,100854.91,35.32,39.21,0.00,0.00,0.00,0.00,0.00,0.00,221,3,2,2,6
2024-11-07 17:03:57.432893,26.04,100852.94,35.41,39.38,0.00,0.00,0.00,0.00,0.00,0.00,274,0,0,0,1
2024-11-07 17:03:57.911206,26.03,100851.77,35.46,39.47,0.00,0.00,0.00,0.00,0.00,0.00,152,0,0,0,1
2024-11-07 17:03:58.391045,26.02,100851.90,35.45,39.46,0.00,0.00,0.00,0.00,0.00,0.00,167,1,1,1,2
2024-11-07 17:03:58.871877,25.99,100852.92,35.53,39.38,0.00,0.00,0.00,0.00,0.00,0.00,193,3,2,2,6
2024-11-07 17:03:59.352144,25.98,100854.50,35.51,39.25,0.00,0.00,0.00,0.00,0.00,0.00,147,0,0,0,1
2024-11-07 17:03:59.832510,25.96,100854.53,35.57,39.24,0.00,0.00,0.00,0.00,0.00,0.00,114,5,3,3,9
2024-11-07 17:04:00.309192,25.95,100850.94,35.59,39.54,0.00,0.00,0.00,0.00,0.00,0.00,141,12,8,7,25
2024-11-07 17:04:00.790602,25.93,100851.52,35.63,39.50,0.00,0.00,0.00,0.00,0.00,0.00,226,4,3,2,8
2024-11-07 17:04:01.269147,25.89,100852.30,35.67,39.43,0.00,0.00,0.00,0.00,0.00,0.00,410,2,1,1,3
2024-11-07 17:04:01.747473,25.86,100851.12,35.71,39.53,0.00,0.00,0.00,0.00,0.00,0.00,265,0,0,0,1
2024-11-07 17:04:02.231560,25.85,100854.64,35.72,39.23,0.00,0.00,0.00,0.00,0.00,0.00,305,0,0,0,0
2024-11-07 17:04:02.705854,25.85,100853.34,35.75,39.34,0.00,0.00,0.00,0.00,0.00,0.00,307,0,0,0,0
2024-11-07 17:04:03.190686,25.82,100855.41,35.80,39.17,0.00,0.00,0.00,0.00,0.00,0.00,236,1,1,1,2
2024-11-07 17:04:03.669224,25.80,100852.66,35.82,39.40,0.00,0.00,0.00,0.00,0.00,0.00,169,0,0,0,1
2024-11-07 17:04:04.151232,25.78,100851.28,35.83,39.51,0.00,0.00,0.00,0.00,0.00,0.00,235,0,0,0,1
2024-11-07 17:04:04.630341,25.75,100852.85,35.86,39.38,0.00,0.00,0.00,0.00,0.00,0.00,393,0,0,0,1
2024-11-07 17:04:05.112056,25.75,100850.38,35.91,39.59,0.00,0.00,0.00,0.00,0.00,0.00,384,0,0,0,0
2024-11-07 17:04:05.591614,25.72,100854.68,35.90,39.23,0.00,0.00,0.00,0.00,0.00,0.00,270,0,0,0,0
2024-11-07 17:04:06.069670,25.70,100852.28,35.95,39.43,0.00,0.00,0.00,0.00,0.00,0.00,363,0,0,0,0
