timestamp,x,y,z
0,-0.06,-10.6,-1.84
10,-0.09,-10.67,-1.88
20,-0.05,-10.75,-2.0
30,-0.04,-10.83,-2.08
40,-0.06,-10.89,-2.12
50,-0.13,-10.92,-2.1
60,-0.22,-10.96,-2.07
70,-0.26,-11.07,-1.97
80,-0.28,-11.15,-1.92
90,-0.19,-11.25,-1.94
100,-0.09,-11.32,-1.92
110,0.02,-11.33,-1.93
120,0.05,-11.27,-1.99
130,0.03,-11.24,-1.99
140,-0.01,-11.19,-2.01
150,-0.03,-11.14,-2.03
160,-0.07,-11.06,-2.05
170,-0.07,-10.93,-2.03
180,-0.05,-10.78,-2.06
190,-0.06,-10.72,-2.04
200,-0.04,-10.66,-2.06
210,0.05,-10.58,-2.12
220,0.08,-10.59,-2.19
230,0.11,-10.6,-2.23
240,0.17,-10.69,-2.29
250,0.16,-10.76,-2.37
260,0.17,-10.82,-2.28
270,0.23,-10.78,-2.31
280,0.23,-10.69,-2.29
290,0.27,-10.61,-2.29
300,0.27,-10.51,-2.33
310,0.26,-10.47,-2.35
320,0.2,-10.46,-2.37
330,0.12,-10.49,-2.46
340,0.08,-10.4,-2.59
350,-0.06,-10.32,-2.72
360,-0.08,-10.24,-2.72
370,-0.1,-10.17,-2.8
380,-0.13,-10.01,-2.92
390,-0.18,-9.93,-2.96
400,-0.33,-10.01,-2.92
410,-0.39,-10.02,-3.08
420,-0.47,-9.95,-3.13
430,-0.53,-9.96,-3.19
440,-0.53,-9.81,-3.28
450,-0.5,-9.6,-3.42
460,-0.46,-9.35,-3.53
470,-0.47,-9.11,-3.72
480,-0.53,-8.92,-3.86
490,-0.61,-8.83,-3.97
500,-0.68,-8.72,-4.11
510,-0.82,-8.67,-4.29
520,-0.92,-8.54,-4.46
530,-1.01,-8.38,-4.55
540,-1.12,-8.34,-4.57
550,-1.21,-8.21,-4.63
560,-1.28,-8.26,-4.56
570,-1.42,-8.09,-4.58
580,-1.45,-8.08,-4.63
590,-1.48,-7.9,-4.79
600,-1.58,-7.64,-4.91
610,-1.55,-7.43,-5.07
620,-1.66,-7.16,-5.07
630,-1.75,-7.07,-5.06
640,-1.83,-6.9,-5.06
650,-1.9,-6.74,-5.1
660,-1.96,-6.55,-5.23
670,-2.02,-6.33,-5.4
680,-2.18,-6.24,-5.5
690,-2.36,-6.07,-5.65
700,-2.47,-5.88,-5.79
710,-2.61,-5.76,-5.8
720,-2.72,-5.66,-5.79
730,-2.82,-5.65,-5.77
740,-2.97,-5.68,-5.72
750,-3.15,-5.71,-5.68
760,-3.32,-5.67,-5.72
770,-3.42,-5.5,-5.79
780,-3.53,-5.29,-5.9
790,-3.7,-5.1,-5.97
800,-3.87,-4.93,-6.02
810,-4.1,-4.73,-6.12
820,-4.22,-4.5,-6.26
830,-4.27,-4.15,-6.54
840,-4.36,-4.06,-6.73
850,-4.48,-4.07,-6.82
860,-4.58,-3.95,-6.88
870,-4.69,-3.74,-7.1
880,-4.8,-3.53,-7.32
890,-4.77,-3.32,-7.3
900,-4.68,-3.17,-7.39
910,-4.68,-3.09,-7.31
920,-4.74,-3.08,-7.23
930,-4.9,-3.1,-7.18
940,-4.91,-2.97,-7.19
950,-4.77,-2.61,-7.25
960,-4.5,-2.24,-7.33
970,-4.34,-1.83,-7.42
980,-4.27,-1.64,-7.35
990,-4.35,-1.69,-7.17
1000,-4.81,-2.11,-6.79
