timestamp,ax,ay,az,gx,gy,gz
0,0.34,-10.27,3.75,-0.24,-0.14,0.23
10,0.25,-10.64,3.88,-0.3,-0.09,0.27
20,0.2,-11.08,3.96,-0.41,-0.01,0.31
30,0.22,-11.63,4.1,-0.6,0.1,0.34
40,0.43,-12.21,4.29,-0.83,0.25,0.38
50,0.66,-12.62,4.41,-1.05,0.33,0.41
60,0.93,-12.9,4.36,-1.2,0.29,0.42
70,1.06,-13.28,4.35,-1.29,0.16,0.41
80,1.02,-13.43,4.23,-1.33,0.01,0.4
90,0.87,-13.44,3.79,-1.4,-0.08,0.4
100,0.69,-13.47,3.29,-1.53,-0.06,0.43
110,0.29,-13.66,3.11,-1.75,0.04,0.52
120,-0.1,-13.98,3.14,-2.05,0.16,0.65
130,-0.16,-14.53,3.07,-2.4,0.29,0.79
140,0.01,-14.65,2.71,-2.75,0.37,0.88
150,0.29,-14.58,2.37,-3.03,0.34,0.92
160,0.53,-14.51,2.31,-3.16,0.21,0.92
170,0.5,-14.48,2.34,-3.19,0.06,0.91
180,0.53,-14.27,1.9,-3.19,-0.03,0.88
190,0.58,-13.7,1.28,-3.16,-0.06,0.83
200,0.43,-12.87,0.71,-3.18,-0.05,0.77
210,0.22,-12.21,0.46,-3.19,-0.07,0.72
220,-0.04,-11.62,0.33,-3.19,-0.1,0.69
230,-0.28,-11.09,0.33,-3.19,-0.12,0.68
240,-0.51,-10.69,0.36,-3.22,-0.11,0.7
250,-0.63,-10.17,0.06,-3.27,-0.11,0.75
260,-0.58,-9.72,-0.26,-3.33,-0.14,0.79
270,-0.53,-9.28,-0.66,-3.35,-0.19,0.8
280,-0.55,-8.96,-0.92,-3.29,-0.28,0.77
290,-0.64,-8.58,-1.28,-3.16,-0.35,0.71
300,-0.75,-8.2,-1.7,-3.0,-0.4,0.63
310,-0.91,-7.95,-1.92,-2.87,-0.4,0.55
320,-1.04,-7.84,-2.08,-2.8,-0.37,0.49
330,-1.18,-7.86,-2.18,-2.77,-0.31,0.45
340,-1.25,-7.82,-2.26,-2.76,-0.26,0.44
350,-1.14,-7.81,-2.28,-2.72,-0.27,0.41
360,-1.07,-7.79,-2.49,-2.65,-0.29,0.33
370,-1.0,-7.58,-2.77,-2.57,-0.33,0.22
380,-1.0,-7.35,-3.0,-2.47,-0.37,0.12
390,-0.98,-7.0,-3.37,-2.38,-0.42,0.07
400,-1.1,-6.71,-3.54,-2.31,-0.46,0.08
410,-1.23,-6.58,-3.62,-2.28,-0.48,0.14
420,-1.28,-6.52,-3.86,-2.26,-0.47,0.2
430,-1.24,-6.31,-4.06,-2.23,-0.46,0.21
440,-1.24,-6.22,-4.22,-2.17,-0.47,0.17
450,-1.24,-6.1,-4.48,-2.09,-0.48,0.11
460,-1.29,-6.02,-4.68,-2.0,-0.46,0.07
470,-1.44,-6.21,-4.74,-1.93,-0.45,0.09
480,-1.57,-6.31,-4.87,-1.91,-0.41,0.16
490,-1.64,-6.36,-5.08,-1.93,-0.38,0.25
500,-1.58,-6.25,-5.32,-1.95,-0.38,0.3
510,-1.56,-6.05,-5.58,-1.96,-0.39,0.3
520,-1.63,-5.71,-5.67,-1.93,-0.45,0.25
530,-1.66,-5.44,-5.77,-1.84,-0.5,0.18
540,-1.79,-5.06,-6.0,-1.75,-0.56,0.12
550,-1.86,-4.74,-6.27,-1.66,-0.57,0.08
560,-2.2,-4.61,-6.25,-1.6,-0.55,0.09
570,-2.41,-4.55,-6.5,-1.59,-0.48,0.17
580,-2.49,-4.38,-6.68,-1.6,-0.37,0.27
590,-2.56,-4.32,-6.6,-1.61,-0.34,0.35
600,-2.32,-4.32,-6.72,-1.57,-0.38,0.33
610,-2.37,-4.2,-6.82,-1.5,-0.46,0.22
620,-2.36,-4.17,-7.06,-1.38,-0.54,0.06
630,-2.53,-4.19,-7.3,-1.23,-0.59,-0.11
640,-2.76,-4.23,-7.54,-1.1,-0.6,-0.26
650,-2.92,-4.21,-7.89,-1.01,-0.51,-0.34
660,-3.21,-4.2,-8.06,-0.98,-0.35,-0.34
670,-3.42,-4.25,-8.12,-0.98,-0.16,-0.28
680,-3.58,-4.12,-8.2,-1.03,0.02,-0.16
690,-3.5,-4.19,-8.13,-1.05,0.11,-0.03
700,-3.31,-4.33,-8.14,-1.04,0.1,0.06
710,-3.04,-4.33,-8.4,-1.0,-0.02,0.09
720,-3.03,-4.34,-8.61,-0.9,-0.18,0.04
730,-3.2,-4.32,-8.83,-0.78,-0.28,-0.03
740,-3.39,-4.25,-9.06,-0.66,-0.31,-0.07
750,-3.6,-4.18,-9.18,-0.58,-0.22,-0.06
760,-3.81,-4.18,-9.17,-0.57,-0.06,-0.01
770,-3.82,-4.12,-9.23,-0.62,0.14,0.09
780,-3.67,-4.19,-9.11,-0.69,0.29,0.19
790,-3.43,-4.31,-9.03,-0.73,0.33,0.26
800,-3.17,-4.39,-8.96,-0.72,0.24,0.26
810,-3.15,-4.53,-9.1,-0.64,0.1,0.2
820,-3.14,-4.48,-9.37,-0.5,-0.02,0.07
830,-3.28,-4.51,-9.4,-0.34,-0.09,-0.12
840,-3.31,-4.52,-9.52,-0.21,-0.09,-0.29
850,-3.35,-4.48,-9.41,-0.1,-0.07,-0.4
860,-3.51,-4.74,-9.31,-0.06,-0.02,-0.41
870,-3.61,-4.75,-9.35,-0.13,0.08,-0.31
880,-3.68,-4.81,-9.29,-0.24,0.19,-0.13
890,-3.57,-4.81,-9.33,-0.36,0.26,0.04
900,-3.23,-4.66,-9.45,-0.45,0.25,0.16
910,-2.95,-4.36,-9.51,-0.47,0.17,0.24
920,-2.82,-4.22,-9.52,-0.42,0.04,0.28
930,-2.79,-4.07,-9.59,-0.33,-0.09,0.29
940,-2.88,-4.08,-9.56,-0.24,-0.19,0.28
950,-3.12,-4.19,-9.53,-0.2,-0.2,0.25
960,-3.32,-4.33,-9.47,-0.2,-0.15,0.24
970,-3.47,-4.35,-9.51,-0.23,-0.04,0.26
980,-3.61,-4.33,-9.45,-0.28,0.06,0.33
990,-3.34,-4.38,-9.56,-0.29,0.12,0.36
