timestamp,x,y,z
0,-2.14,-9.83,0.09
10,-1.99,-10.03,0.42
20,-2.01,-10.17,0.52
30,-2.04,-10.16,0.73
40,-1.97,-10.18,0.75
50,-1.92,-10.07,0.61
60,-1.87,-9.89,0.29
70,-1.82,-9.85,0.14
80,-1.84,-9.84,0.15
90,-1.82,-9.96,0.37
100,-1.77,-10.17,0.57
110,-1.55,-10.48,0.67
120,-1.33,-10.92,0.72
130,-1.35,-10.92,0.67
140,-1.36,-10.68,0.44
150,-1.22,-10.34,0.04
160,-1.13,-9.88,-0.24
170,-1.07,-9.49,-0.45
180,-1.06,-9.05,-0.65
190,-1.05,-8.88,-0.7
200,-0.99,-8.91,-0.58
210,-0.93,-9.06,-0.77
220,-0.85,-9.42,-0.81
230,-1.01,-9.47,-0.73
240,-1.05,-9.32,-0.62
250,-1.01,-9.22,-0.65
260,-0.94,-9.03,-0.89
270,-1.19,-8.39,-1.82
280,-1.28,-7.89,-2.44
290,-1.36,-7.76,-2.69
300,-1.36,-7.87,-2.92
310,-1.25,-8.71,-2.74
320,-1.0,-9.86,-1.97
330,-0.58,-11.06,-1.05
340,-0.01,-12.39,-1.0
350,-0.16,-12.58,-0.74
360,-0.58,-12.05,-1.19
370,-1.26,-11.85,-2.22
380,-1.75,-11.49,-3.12
390,-2.0,-11.42,-3.59
400,-1.75,-11.3,-4.13
410,-1.2,-11.46,-4.26
420,-0.46,-12.34,-3.69
430,0.35,-13.19,-3.13
440,1.03,-13.53,-2.77
450,0.89,-13.01,-2.55
460,-0.09,-12.24,-3.2
470,-1.35,-11.72,-4.02
480,-2.24,-10.76,-4.77
490,-2.43,-9.35,-5.67
500,-1.77,-7.92,-5.94
510,-0.6,-7.23,-5.59
520,0.85,-7.22,-4.88
530,2.46,-7.27,-4.4
540,3.51,-7.43,-3.77
550,3.4,-7.13,-4.2
560,2.3,-7.02,-4.61
570,0.79,-6.64,-4.97
580,-0.43,-5.44,-5.66
590,-0.71,-3.6,-6.38
600,0.14,-2.7,-6.28
610,1.25,-2.48,-5.59
620,2.26,-2.71,-5.15
630,2.68,-3.29,-4.55
640,2.43,-3.61,-4.47
650,1.74,-3.61,-4.98
660,1.11,-2.83,-5.32
670,0.87,-1.89,-5.52
680,1.28,-1.58,-5.39
690,2.22,-1.28,-4.81
700,3.36,-0.86,-4.65
710,4.09,-1.03,-4.14
720,4.16,-0.87,-3.93
730,3.86,-0.28,-4.07
740,3.49,0.11,-3.87
750,3.27,0.4,-3.57
760,2.95,0.58,-3.21
770,2.55,0.67,-2.87
780,2.18,0.95,-2.95
790,2.33,1.8,-3.18
800,3.22,2.8,-2.67
810,4.11,3.07,-2.12
820,4.29,2.94,-1.9
830,4.04,2.74,-1.86
840,3.74,1.81,-1.78
850,3.66,0.74,-2.08
860,4.08,-0.32,-2.58
870,5.5,-1.88,-3.24
880,7.23,-3.09,-4.49
890,9.36,-3.86,-6.53
900,12.08,-4.49,-8.46
910,15.06,-6.26,-10.44
920,17.71,-7.7,-12.69
930,19.27,-7.91,-14.65
940,19.83,-8.15,-15.67
950,20.26,-8.08,-16.37
960,20.2,-7.52,-16.69
970,19.68,-6.97,-16.84
980,19.09,-6.19,-16.5
990,18.59,-5.67,-15.75
1000,17.91,-4.98,-15.03
