timestamp,ax,ay,az,gx,gy,gz
0,1.27,-10.15,-1.78,-0.06,-0.02,0.02
10,1.27,-10.22,-1.76,-0.06,-0.0,0.02
20,1.27,-10.24,-1.8,-0.09,0.0,0.03
30,1.29,-10.3,-1.81,-0.12,0.01,0.03
40,1.25,-10.37,-1.81,-0.16,0.01,0.03
50,1.16,-10.48,-1.83,-0.21,0.01,0.03
60,1.15,-10.59,-1.82,-0.25,-0.0,0.02
70,1.12,-10.75,-1.76,-0.3,-0.01,0.01
80,1.13,-10.91,-1.75,-0.36,-0.02,0.01
90,1.07,-11.06,-1.8,-0.42,-0.01,0.02
100,1.04,-11.18,-1.81,-0.47,0.0,0.05
110,1.02,-11.18,-1.87,-0.52,0.02,0.07
120,1.0,-11.26,-1.95,-0.57,0.04,0.09
130,0.98,-11.34,-2.1,-0.62,0.05,0.1
140,0.9,-11.37,-2.32,-0.69,0.05,0.12
150,0.83,-11.38,-2.49,-0.77,0.04,0.15
160,0.82,-11.45,-2.62,-0.84,0.02,0.17
170,0.82,-11.5,-2.65,-0.89,0.02,0.18
180,0.83,-11.5,-2.76,-0.94,0.04,0.18
190,0.8,-11.43,-2.9,-0.96,0.06,0.2
200,0.83,-11.37,-3.02,-0.99,0.08,0.22
210,0.8,-11.3,-3.14,-1.04,0.08,0.26
220,0.69,-11.26,-3.28,-1.11,0.05,0.3
230,0.7,-11.23,-3.34,-1.2,0.01,0.33
240,0.72,-11.24,-3.36,-1.29,-0.02,0.36
250,0.72,-11.25,-3.34,-1.36,-0.04,0.37
260,0.77,-11.17,-3.33,-1.41,-0.05,0.39
270,0.83,-11.14,-3.34,-1.47,-0.05,0.4
280,0.91,-11.03,-3.42,-1.54,-0.07,0.4
290,0.96,-10.89,-3.47,-1.62,-0.07,0.43
300,0.93,-10.75,-3.57,-1.71,-0.11,0.47
310,0.89,-10.63,-3.66,-1.79,-0.15,0.52
320,0.89,-10.47,-3.71,-1.85,-0.16,0.54
330,0.82,-10.25,-3.74,-1.86,-0.14,0.57
340,0.69,-9.96,-3.86,-1.85,-0.1,0.62
350,0.66,-9.63,-4.05,-1.81,-0.06,0.67
360,0.6,-9.37,-4.22,-1.78,-0.03,0.7
370,0.5,-9.03,-4.42,-1.77,-0.02,0.71
380,0.43,-8.83,-4.53,-1.77,-0.02,0.7
390,0.47,-8.74,-4.59,-1.79,-0.03,0.67
400,0.4,-8.54,-4.74,-1.82,-0.04,0.64
410,0.42,-8.54,-4.91,-1.83,-0.05,0.65
420,0.38,-8.39,-5.15,-1.83,-0.05,0.7
430,0.27,-8.25,-5.35,-1.81,-0.08,0.77
440,0.25,-8.12,-5.51,-1.77,-0.11,0.8
450,0.12,-7.86,-5.63,-1.72,-0.12,0.81
460,-0.02,-7.66,-5.71,-1.66,-0.11,0.81
470,-0.13,-7.52,-5.79,-1.58,-0.09,0.79
480,-0.17,-7.31,-5.91,-1.48,-0.05,0.78
490,-0.18,-7.12,-6.05,-1.4,0.0,0.76
500,-0.18,-6.97,-6.24,-1.34,0.04,0.74
510,-0.25,-6.84,-6.48,-1.33,0.04,0.73
520,-0.37,-6.77,-6.68,-1.35,-0.0,0.71
530,-0.44,-6.68,-6.83,-1.38,-0.07,0.71
540,-0.5,-6.59,-6.9,-1.4,-0.13,0.69
550,-0.55,-6.65,-6.88,-1.38,-0.17,0.67
560,-0.59,-6.6,-6.89,-1.34,-0.15,0.64
570,-0.65,-6.51,-6.91,-1.26,-0.09,0.61
580,-0.76,-6.45,-7.04,-1.17,-0.02,0.59
590,-0.79,-6.36,-7.22,-1.08,0.03,0.56
600,-0.82,-6.35,-7.35,-1.02,0.05,0.52
610,-0.79,-6.35,-7.46,-1.03,0.03,0.46
620,-0.83,-6.3,-7.54,-1.08,-0.0,0.41
630,-0.89,-6.3,-7.65,-1.14,-0.04,0.38
640,-0.89,-6.26,-7.66,-1.18,-0.06,0.36
650,-0.9,-6.2,-7.76,-1.18,-0.06,0.36
660,-0.87,-6.18,-7.91,-1.12,-0.04,0.38
670,-0.9,-6.08,-8.02,-1.04,-0.01,0.4
680,-0.98,-6.03,-8.13,-0.94,-0.0,0.41
690,-1.09,-5.89,-8.16,-0.85,-0.0,0.39
700,-1.28,-5.79,-8.19,-0.77,-0.01,0.35
710,-1.29,-5.77,-8.09,-0.73,-0.01,0.3
720,-1.33,-5.74,-8.02,-0.72,-0.01,0.27
730,-1.25,-5.73,-8.02,-0.76,0.0,0.26
740,-1.26,-5.66,-8.12,-0.81,0.02,0.26
750,-1.28,-5.57,-8.27,-0.85,0.03,0.29
760,-1.29,-5.4,-8.49,-0.86,0.05,0.32
770,-1.42,-5.34,-8.69,-0.84,0.06,0.35
780,-1.53,-5.23,-8.88,-0.78,0.07,0.36
790,-1.64,-5.13,-9.06,-0.7,0.09,0.33
800,-1.77,-4.97,-9.18,-0.64,0.08,0.29
810,-1.82,-4.87,-9.28,-0.63,0.05,0.24
820,-1.82,-4.86,-9.33,-0.64,0.02,0.19
830,-1.72,-4.86,-9.35,-0.66,0.0,0.14
840,-1.64,-4.92,-9.45,-0.67,0.01,0.12
850,-1.66,-4.89,-9.64,-0.65,0.04,0.12
860,-1.83,-4.79,-9.87,-0.61,0.05,0.11
870,-1.91,-4.64,-10.06,-0.55,0.03,0.09
880,-1.93,-4.57,-10.1,-0.49,0.02,0.06
890,-1.98,-4.48,-10.16,-0.43,0.01,0.03
900,-2.01,-4.43,-10.15,-0.38,-0.0,-0.0
910,-1.95,-4.48,-10.16,-0.36,-0.02,-0.03
920,-1.92,-4.52,-10.18,-0.36,-0.04,-0.06
930,-1.84,-4.64,-10.16,-0.35,-0.07,-0.09
940,-1.83,-4.74,-10.19,-0.35,-0.1,-0.1
950,-1.87,-4.88,-10.22,-0.33,-0.12,-0.09
960,-1.89,-5.01,-10.15,-0.28,-0.14,-0.09
970,-1.88,-5.06,-10.07,-0.24,-0.17,-0.1
980,-1.9,-5.09,-9.94,-0.2,-0.18,-0.11
990,-1.86,-5.13,-9.82,-0.18,-0.18,-0.09
