timestamp,x,y,z
0,1.33,-10.56,-1.17
10,1.33,-10.52,-1.29
20,1.41,-10.43,-1.45
30,1.48,-10.3,-1.55
40,1.57,-10.25,-1.61
50,1.66,-10.22,-1.75
60,1.66,-10.3,-1.83
70,1.64,-10.4,-1.89
80,1.55,-10.53,-1.86
90,1.47,-10.75,-1.81
100,1.43,-10.83,-1.99
110,1.41,-10.8,-2.04
120,1.41,-10.79,-2.07
130,1.37,-10.74,-2.11
140,1.39,-10.62,-2.22
150,1.48,-10.4,-2.38
160,1.6,-10.17,-2.51
170,1.73,-9.93,-2.59
180,1.82,-9.7,-2.66
190,1.91,-9.53,-2.66
200,1.89,-9.33,-2.66
210,1.87,-9.18,-2.73
220,1.75,-8.96,-2.75
230,1.71,-8.79,-2.83
240,1.71,-8.49,-2.92
250,1.69,-8.26,-3.05
260,1.71,-7.98,-3.29
270,1.72,-7.71,-3.49
280,1.64,-7.54,-3.71
290,1.53,-7.5,-3.84
300,1.33,-7.49,-3.85
310,1.03,-7.51,-3.79
320,0.71,-7.47,-3.8
330,0.45,-7.27,-4.01
340,0.26,-6.99,-4.22
350,0.18,-6.66,-4.47
360,0.13,-6.36,-4.77
370,0.08,-6.16,-4.93
380,0.03,-6.04,-5.07
390,-0.11,-5.99,-5.29
400,-0.28,-5.94,-5.51
410,-0.5,-5.7,-5.46
420,-0.65,-5.94,-5.72
430,-0.94,-5.81,-5.77
440,-1.19,-5.82,-5.75
450,-1.41,-5.71,-5.88
460,-1.38,-5.5,-5.93
470,-1.49,-5.34,-6.03
480,-1.57,-5.24,-6.08
490,-1.74,-5.22,-6.21
500,-1.97,-5.11,-6.33
510,-2.17,-4.87,-6.52
520,-2.47,-4.58,-6.68
530,-2.73,-4.3,-6.87
540,-2.94,-3.96,-7.04
550,-3.19,-3.59,-7.05
560,-3.17,-3.29,-6.95
570,-3.27,-3.28,-6.85
580,-3.35,-3.26,-6.89
590,-3.19,-3.1,-6.9
600,-3.25,-2.99,-7.03
610,-3.32,-2.78,-7.07
620,-3.46,-2.59,-7.13
630,-3.72,-2.42,-7.18
640,-3.95,-2.09,-7.15
650,-4.22,-2.05,-6.89
660,-4.34,-2.08,-6.59
670,-4.42,-2.22,-6.37
680,-4.37,-2.13,-6.33
690,-4.28,-2.03,-6.45
700,-4.31,-1.94,-6.62
710,-4.33,-1.58,-6.85
720,-4.55,-1.34,-6.93
730,-4.87,-1.18,-6.95
740,-5.23,-1.08,-7.07
750,-5.55,-1.07,-6.98
760,-6.16,-1.5,-6.71
770,-6.56,-1.63,-6.63
780,-6.29,-1.48,-6.59
790,-5.99,-1.12,-6.78
800,-5.32,-0.46,-6.81
810,-4.92,-0.02,-6.99
820,-4.62,0.23,-7.2
830,-4.88,0.33,-7.55
840,-5.82,0.26,-7.75
850,-7.05,-0.31,-8.19
860,-8.1,-0.34,-8.66
870,-8.97,-0.65,-9.11
880,-9.28,-0.86,-9.27
890,-9.11,-0.75,-9.32
900,-8.66,-0.54,-9.22
910,-7.75,-0.55,-9.28
920,-7.57,-0.66,-9.75
930,-8.45,-0.94,-10.47
940,-10.05,-1.1,-11.43
950,-11.82,-1.16,-12.56
960,-13.62,-1.35,-13.42
970,-15.04,-1.53,-14.04
980,-15.68,-1.65,-14.36
990,-15.32,-1.64,-14.6
1000,-14.59,-1.49,-14.69
