timestamp,ax,ay,az,gx,gy,gz
0,0.4,-10.9,0.35,-0.35,-0.18,0.05
10,0.44,-10.96,0.42,-0.37,-0.19,0.07
20,0.46,-11.08,0.42,-0.39,-0.2,0.11
30,0.46,-11.27,0.49,-0.42,-0.21,0.15
40,0.44,-11.55,0.59,-0.46,-0.22,0.19
50,0.45,-11.82,0.66,-0.52,-0.23,0.21
60,0.47,-12.02,0.62,-0.6,-0.25,0.2
70,0.42,-12.14,0.58,-0.66,-0.27,0.17
80,0.42,-12.15,0.52,-0.72,-0.31,0.12
90,0.36,-12.07,0.43,-0.78,-0.32,0.08
100,0.3,-12.02,0.37,-0.82,-0.33,0.04
110,0.22,-11.93,0.28,-0.87,-0.33,0.02
120,0.12,-11.91,0.21,-0.91,-0.33,0.01
130,0.15,-11.98,0.09,-0.96,-0.31,0.03
140,0.11,-11.96,0.06,-1.01,-0.3,0.06
150,0.12,-11.94,-0.06,-1.06,-0.28,0.09
160,0.13,-11.91,-0.2,-1.13,-0.26,0.11
170,0.11,-11.9,-0.29,-1.19,-0.25,0.1
180,0.11,-11.84,-0.38,-1.25,-0.23,0.06
190,0.08,-11.82,-0.36,-1.29,-0.24,0.01
200,0.1,-11.77,-0.37,-1.31,-0.27,-0.05
210,0.1,-11.63,-0.49,-1.33,-0.3,-0.11
220,0.08,-11.49,-0.57,-1.36,-0.31,-0.13
230,0.09,-11.25,-0.77,-1.41,-0.29,-0.11
240,0.16,-10.95,-0.97,-1.46,-0.26,-0.05
250,0.19,-10.8,-0.98,-1.49,-0.24,0.05
260,0.18,-10.65,-1.04,-1.52,-0.24,0.14
270,0.18,-10.5,-1.21,-1.56,-0.25,0.21
280,0.12,-10.35,-1.29,-1.59,-0.25,0.23
290,0.07,-10.13,-1.38,-1.63,-0.25,0.24
300,0.02,-9.97,-1.4,-1.66,-0.25,0.26
310,0.04,-9.8,-1.4,-1.7,-0.26,0.3
320,0.05,-9.69,-1.5,-1.75,-0.28,0.35
330,0.03,-9.55,-1.55,-1.77,-0.28,0.38
340,0.05,-9.43,-1.69,-1.79,-0.28,0.39
350,0.08,-9.28,-1.86,-1.8,-0.28,0.41
360,0.12,-9.05,-2.0,-1.78,-0.28,0.44
370,0.16,-8.69,-2.17,-1.77,-0.29,0.48
380,0.09,-8.35,-2.37,-1.79,-0.29,0.56
390,-0.03,-8.04,-2.65,-1.84,-0.28,0.65
400,-0.17,-7.87,-2.96,-1.9,-0.24,0.74
410,-0.4,-8.02,-3.09,-1.97,-0.16,0.84
420,-0.41,-8.01,-3.17,-2.01,-0.11,0.87
430,-0.47,-8.09,-3.16,-2.0,-0.11,0.84
440,-0.53,-8.14,-3.12,-1.94,-0.19,0.75
450,-0.65,-8.12,-3.35,-1.9,-0.27,0.65
460,-0.84,-8.04,-3.64,-1.87,-0.29,0.57
470,-1.0,-7.91,-4.02,-1.85,-0.28,0.52
480,-1.15,-7.83,-4.26,-1.84,-0.25,0.47
490,-1.23,-7.63,-4.53,-1.83,-0.21,0.43
500,-1.28,-7.25,-4.91,-1.79,-0.19,0.38
510,-1.37,-6.91,-5.13,-1.73,-0.18,0.33
520,-1.45,-6.7,-5.28,-1.68,-0.16,0.31
530,-1.49,-6.78,-5.24,-1.63,-0.14,0.3
540,-1.51,-6.95,-5.21,-1.59,-0.16,0.3
550,-1.48,-6.99,-5.29,-1.52,-0.23,0.25
560,-1.58,-7.17,-5.61,-1.43,-0.29,0.18
570,-1.73,-7.23,-5.97,-1.33,-0.3,0.13
580,-1.8,-7.06,-6.31,-1.26,-0.27,0.12
590,-1.8,-6.87,-6.68,-1.21,-0.22,0.13
600,-1.8,-6.59,-6.84,-1.2,-0.16,0.16
610,-1.8,-6.39,-6.93,-1.21,-0.13,0.21
620,-1.82,-6.22,-7.07,-1.21,-0.09,0.27
630,-1.85,-6.2,-7.11,-1.18,-0.05,0.33
640,-1.92,-6.34,-7.09,-1.13,-0.04,0.37
650,-1.94,-6.39,-7.16,-1.05,-0.05,0.36
660,-2.08,-6.54,-7.18,-0.95,-0.1,0.31
670,-2.15,-6.42,-7.34,-0.85,-0.16,0.23
680,-2.29,-6.32,-7.58,-0.76,-0.21,0.11
690,-2.44,-6.12,-7.91,-0.67,-0.21,-0.02
700,-2.54,-6.09,-8.03,-0.62,-0.13,-0.08
710,-2.51,-6.05,-8.04,-0.6,-0.05,-0.09
720,-2.39,-5.95,-8.06,-0.57,-0.0,-0.06
730,-2.29,-5.98,-7.97,-0.54,0.02,0.02
740,-2.11,-5.9,-7.98,-0.51,0.0,0.12
750,-2.04,-5.85,-8.0,-0.47,-0.04,0.21
760,-2.11,-5.92,-7.92,-0.41,-0.1,0.27
770,-2.17,-5.98,-7.92,-0.36,-0.14,0.25
780,-2.39,-6.04,-7.98,-0.32,-0.16,0.17
790,-2.47,-6.17,-8.15,-0.29,-0.14,0.09
800,-2.49,-6.23,-8.24,-0.28,-0.07,0.01
810,-2.42,-6.26,-8.29,-0.26,-0.0,-0.02
820,-2.31,-6.21,-8.3,-0.24,0.05,-0.01
830,-2.2,-6.18,-8.22,-0.2,0.06,0.04
840,-2.11,-6.19,-8.18,-0.17,0.05,0.1
850,-2.09,-6.28,-8.13,-0.12,0.01,0.14
860,-2.09,-6.36,-8.07,-0.05,-0.03,0.14
870,-2.07,-6.37,-7.97,0.02,-0.07,0.12
880,-2.11,-6.36,-7.93,0.06,-0.09,0.07
890,-2.15,-6.31,-8.03,0.06,-0.07,0.03
900,-2.2,-6.19,-8.09,0.04,-0.02,-0.0
910,-2.18,-6.02,-8.15,0.01,0.06,-0.02
920,-2.19,-5.86,-8.13,0.01,0.11,-0.01
930,-2.18,-5.83,-7.98,0.05,0.14,0.02
940,-2.2,-5.94,-7.9,0.1,0.13,0.04
950,-2.17,-6.04,-7.81,0.17,0.1,0.03
960,-2.1,-6.13,-7.74,0.23,0.03,0.0
970,-2.12,-6.19,-7.75,0.29,-0.04,-0.02
980,-2.19,-6.22,-7.77,0.33,-0.08,-0.03
