timestamp,ax,ay,az,gx,gy,gz
0,-0.28,-12.14,-1.46,-0.55,0.02,0.04
10,-0.14,-12.25,-1.46,-0.66,0.03,0.09
20,-0.38,-12.38,-1.27,-0.81,0.03,0.16
30,-0.58,-12.59,-1.12,-0.94,-0.0,0.26
40,-0.67,-12.69,-1.16,-1.03,-0.05,0.35
50,-0.71,-12.76,-1.32,-1.12,-0.08,0.4
60,-0.76,-12.7,-1.4,-1.23,-0.1,0.42
70,-0.81,-12.63,-1.42,-1.32,-0.11,0.4
80,-0.82,-12.41,-1.58,-1.41,-0.12,0.36
90,-0.92,-12.24,-1.63,-1.47,-0.14,0.3
100,-0.87,-12.08,-1.81,-1.54,-0.12,0.26
110,-1.05,-11.8,-1.76,-1.62,-0.07,0.24
120,-0.9,-11.6,-1.89,-1.69,-0.01,0.24
130,-0.96,-11.17,-1.78,-1.78,0.04,0.25
140,-0.9,-10.91,-1.76,-1.84,0.02,0.27
150,-0.72,-10.57,-2.02,-1.89,-0.0,0.31
160,-0.79,-10.31,-2.08,-1.92,-0.03,0.36
170,-0.82,-10.06,-2.32,-1.9,-0.07,0.41
180,-0.78,-9.86,-2.62,-1.87,-0.09,0.43
190,-0.9,-9.68,-2.77,-1.84,-0.1,0.43
200,-0.94,-9.51,-2.94,-1.78,-0.1,0.43
210,-1.06,-9.42,-3.09,-1.75,-0.08,0.43
220,-1.04,-9.24,-3.23,-1.78,-0.03,0.44
230,-1.01,-9.01,-3.34,-1.81,0.02,0.46
240,-1.14,-8.8,-3.34,-1.84,0.02,0.49
250,-1.05,-8.74,-3.48,-1.88,0.02,0.54
260,-1.14,-8.59,-3.56,-1.89,-0.02,0.58
270,-1.27,-8.5,-3.8,-1.86,-0.1,0.56
280,-1.32,-8.28,-4.15,-1.78,-0.19,0.49
290,-1.43,-8.04,-4.54,-1.67,-0.27,0.38
300,-1.7,-7.74,-4.86,-1.54,-0.31,0.27
310,-1.93,-7.61,-5.15,-1.42,-0.29,0.18
320,-2.03,-7.39,-5.35,-1.35,-0.22,0.13
330,-2.07,-7.19,-5.38,-1.31,-0.13,0.1
340,-2.06,-7.3,-5.33,-1.31,-0.05,0.1
350,-1.94,-7.46,-5.29,-1.35,0.04,0.14
360,-1.85,-7.47,-5.17,-1.4,0.08,0.18
370,-1.64,-7.57,-5.19,-1.41,0.05,0.22
380,-1.61,-7.45,-5.39,-1.39,-0.03,0.25
390,-1.75,-7.46,-5.71,-1.32,-0.14,0.27
400,-1.89,-7.29,-6.05,-1.2,-0.23,0.24
410,-2.07,-7.15,-6.38,-1.08,-0.28,0.16
420,-2.25,-6.91,-6.62,-0.98,-0.26,0.05
430,-2.33,-6.67,-6.8,-0.91,-0.18,-0.05
440,-2.43,-6.66,-6.72,-0.88,-0.04,-0.14
450,-2.31,-6.68,-6.57,-0.88,0.09,-0.17
460,-2.07,-6.7,-6.35,-0.87,0.16,-0.19
470,-1.87,-6.78,-6.18,-0.86,0.16,-0.19
480,-1.71,-6.77,-6.19,-0.83,0.12,-0.18
490,-1.65,-6.7,-6.28,-0.77,0.06,-0.17
