timestamp,x,y,z
0,-0.11,-10.88,0.85
10,-0.12,-10.98,0.83
20,-0.16,-11.16,0.91
30,-0.17,-11.34,0.95
40,-0.12,-11.41,0.82
50,-0.05,-11.41,0.7
60,-0.04,-11.49,0.6
70,0.05,-11.61,0.42
80,0.07,-11.75,0.29
90,0.08,-11.95,0.19
100,0.2,-12.23,0.28
110,0.24,-12.46,0.45
120,0.41,-12.65,0.68
130,0.44,-12.9,0.84
140,0.41,-13.08,0.96
150,0.43,-13.25,0.89
160,0.46,-13.19,0.86
170,0.64,-13.03,0.62
180,0.77,-12.82,0.33
190,1.0,-12.62,0.14
200,1.11,-12.49,0.06
210,1.14,-12.45,0.04
220,1.15,-12.37,0.08
230,1.15,-12.35,0.1
240,1.11,-12.27,-0.02
250,1.13,-12.24,-0.07
260,1.12,-12.2,-0.24
270,1.01,-12.07,-0.26
280,0.85,-12.12,-0.16
290,0.64,-12.04,-0.05
300,0.54,-11.8,0.0
310,0.58,-11.47,-0.13
320,0.75,-11.11,-0.22
330,0.89,-10.85,-0.23
340,1.09,-10.55,-0.33
350,1.29,-10.27,-0.45
360,1.41,-9.97,-0.47
370,1.43,-9.76,-0.21
380,1.49,-9.73,-0.06
390,1.41,-9.58,0.21
400,1.47,-9.5,0.27
410,1.51,-9.22,0.13
420,1.64,-8.9,-0.11
430,1.7,-8.53,-0.43
440,1.77,-8.25,-0.72
450,1.67,-8.09,-0.99
460,1.59,-7.97,-1.21
470,1.38,-7.77,-1.47
480,1.24,-7.62,-1.66
490,1.09,-7.54,-1.81
500,0.94,-7.42,-1.99
510,0.79,-7.35,-2.19
520,0.77,-7.3,-2.47
530,0.65,-7.32,-2.75
540,0.56,-7.34,-2.96
550,0.49,-7.4,-3.15
560,0.39,-7.38,-3.23
570,0.34,-7.32,-3.37
580,0.24,-7.26,-3.48
590,0.15,-7.19,-3.63
600,0.03,-7.11,-3.8
610,-0.14,-7.05,-3.85
620,-0.22,-7.03,-3.94
630,-0.15,-7.13,-4.0
640,-0.32,-6.93,-4.16
650,-0.38,-7.13,-4.26
660,-0.54,-7.12,-4.24
670,-0.57,-6.94,-4.42
680,-0.67,-6.76,-4.7
690,-0.88,-6.69,-4.91
700,-1.17,-6.4,-4.81
710,-1.37,-6.39,-5.23
720,-1.75,-6.29,-5.26
730,-1.94,-6.42,-5.33
740,-2.29,-6.51,-5.2
750,-2.44,-6.61,-5.25
760,-2.48,-6.42,-5.17
770,-2.32,-6.36,-5.32
780,-2.15,-6.12,-5.4
790,-2.04,-6.14,-5.48
800,-2.13,-6.11,-5.78
810,-2.32,-5.91,-6.07
820,-2.61,-5.66,-6.51
830,-2.91,-5.44,-6.73
840,-3.19,-5.31,-6.75
850,-3.35,-5.32,-6.72
860,-3.45,-5.32,-6.66
870,-3.42,-5.16,-6.79
880,-3.25,-5.07,-6.88
890,-3.18,-4.98,-6.98
900,-3.27,-4.83,-7.18
910,-3.32,-4.71,-7.33
920,-3.41,-4.62,-7.46
930,-3.56,-4.57,-7.56
940,-3.69,-4.59,-7.45
950,-3.76,-4.65,-7.35
960,-3.82,-4.61,-7.29
970,-3.82,-4.52,-7.15
980,-3.87,-4.37,-7.02
990,-3.91,-4.06,-6.98
1000,-4.03,-3.83,-7.02
