timestamp,ax,ay,az,gx,gy,gz
0,1.63,-9.83,-1.23,-0.31,-0.04,-0.02
10,1.68,-9.93,-1.23,-0.31,-0.05,-0.02
20,1.7,-10.05,-1.24,-0.26,-0.03,0.0
30,1.67,-10.13,-1.26,-0.19,0.0,0.03
40,1.57,-10.12,-1.32,-0.11,0.03,0.05
50,1.53,-10.11,-1.3,-0.05,0.04,0.07
60,1.59,-10.08,-1.21,-0.03,0.03,0.06
70,1.62,-10.14,-1.14,-0.05,0.02,0.05
80,1.59,-10.21,-1.13,-0.09,0.01,0.04
90,1.62,-10.37,-1.11,-0.14,0.0,0.05
100,1.52,-10.52,-1.21,-0.17,0.0,0.06
110,1.5,-10.59,-1.2,-0.17,-0.0,0.08
120,1.54,-10.73,-1.15,-0.16,0.01,0.12
130,1.47,-10.78,-1.11,-0.14,0.02,0.16
140,1.5,-10.81,-1.15,-0.14,0.03,0.19
150,1.45,-10.91,-1.05,-0.16,0.03,0.2
160,1.56,-11.09,-1.0,-0.22,0.03,0.2
170,1.56,-11.35,-0.96,-0.3,0.01,0.2
180,1.46,-11.59,-1.04,-0.39,-0.01,0.22
190,1.5,-11.82,-1.09,-0.46,-0.03,0.25
200,1.57,-12.0,-1.08,-0.49,-0.03,0.3
210,1.58,-12.09,-1.13,-0.51,-0.0,0.36
220,1.52,-12.16,-1.1,-0.5,0.02,0.42
230,1.49,-12.14,-1.13,-0.51,0.04,0.46
240,1.47,-12.23,-1.16,-0.56,0.05,0.47
250,1.55,-12.44,-1.04,-0.65,0.02,0.49
260,1.65,-12.66,-0.99,-0.78,0.0,0.52
270,1.62,-12.85,-1.06,-0.92,0.01,0.58
280,1.54,-12.93,-1.22,-1.03,0.02,0.68
290,1.44,-12.82,-1.42,-1.12,0.01,0.79
300,1.34,-12.57,-1.71,-1.18,-0.01,0.89
310,1.12,-12.21,-2.0,-1.21,-0.03,0.98
320,0.92,-12.01,-2.03,-1.22,-0.05,1.05
330,0.84,-11.8,-1.92,-1.24,-0.04,1.09
340,0.7,-11.71,-1.84,-1.25,0.02,1.1
350,0.55,-11.54,-1.79,-1.27,0.09,1.1
360,0.58,-11.37,-1.83,-1.32,0.14,1.09
370,0.52,-11.1,-2.04,-1.42,0.17,1.08
380,0.34,-10.79,-2.35,-1.56,0.15,1.08
390,0.23,-10.5,-2.53,-1.67,0.13,1.09
400,0.03,-10.25,-2.69,-1.74,0.12,1.09
410,-0.09,-10.04,-2.83,-1.76,0.12,1.08
420,-0.17,-9.88,-2.91,-1.74,0.14,1.07
430,-0.25,-9.73,-3.0,-1.69,0.15,1.06
440,-0.28,-9.72,-3.12,-1.66,0.16,1.08
450,-0.34,-9.95,-3.12,-1.6,0.2,1.12
460,-0.39,-10.13,-3.08,-1.5,0.24,1.18
470,-0.36,-10.11,-3.02,-1.39,0.3,1.24
480,-0.55,-9.71,-3.16,-1.29,0.35,1.29
490,-0.74,-9.15,-3.26,-1.26,0.38,1.29
500,-1.03,-8.51,-3.4,-1.3,0.4,1.26
510,-1.05,-8.0,-3.5,-1.4,0.41,1.2
520,-1.05,-7.79,-3.5,-1.53,0.44,1.12
530,-1.23,-7.47,-3.73,-1.64,0.47,1.04
540,-1.18,-7.34,-3.87,-1.77,0.48,0.95
550,-1.13,-7.21,-4.05,-1.88,0.48,0.85
560,-1.2,-7.02,-4.33,-1.95,0.5,0.76
570,-1.35,-6.8,-4.59,-2.0,0.52,0.71
580,-1.42,-6.62,-4.84,-2.0,0.55,0.68
590,-1.58,-6.3,-5.09,-1.99,0.56,0.63
600,-1.66,-6.09,-5.32,-2.0,0.52,0.54
610,-1.56,-6.04,-5.49,-2.02,0.47,0.44
620,-1.44,-5.99,-5.68,-2.07,0.41,0.37
630,-1.56,-6.05,-5.86,-2.09,0.39,0.35
