timestamp,x,y,z
0,1.69,-9.35,-3.12
10,1.69,-9.21,-3.16
20,1.77,-9.05,-3.15
30,1.8,-8.88,-3.1
40,1.87,-8.68,-3.1
50,1.9,-8.47,-3.14
60,1.93,-8.21,-3.26
70,1.96,-7.92,-3.48
80,1.95,-7.47,-3.78
90,2.04,-6.8,-4.12
100,1.96,-5.84,-4.7
110,1.87,-4.54,-5.72
120,1.89,-3.16,-6.96
130,2.85,-1.66,-9.14
140,2.64,0.09,-9.68
150,3.18,2.48,-11.88
160,4.11,4.02,-14.36
170,3.36,6.46,-15.72
180,5.15,5.97,-15.82
190,2.93,6.58,-12.99
200,1.7,5.57,-9.05
210,0.48,4.36,-6.15
220,-0.31,3.34,-4.16
230,-0.35,2.78,-1.59
240,-1.87,1.04,3.92
250,-2.82,-0.9,6.28
260,-2.34,-2.51,9.26
270,-2.52,-2.01,9.62
280,-2.48,-3.48,10.26
290,-3.39,-4.41,12.0
300,-2.79,-3.14,15.29
310,-2.91,-4.54,19.79
320,-2.5,-5.65,22.98
330,-2.66,-6.22,26.87
340,-1.79,-6.79,28.38
350,-2.06,-7.67,27.85
360,-2.6,-8.45,26.09
370,-3.24,-9.28,24.52
380,-3.56,-9.44,24.14
390,-2.93,-9.22,24.62
400,-1.88,-8.98,25.42
410,-0.51,-8.64,24.99
420,0.51,-8.03,23.84
430,0.9,-7.62,22.49
440,0.89,-7.45,21.17
450,0.53,-7.18,19.86
460,0.32,-6.64,18.13
470,0.27,-6.01,16.57
480,0.3,-5.45,16.18
490,0.34,-5.37,16.67
500,0.2,-5.54,17.39
510,-0.09,-5.76,17.91
520,-0.47,-6.08,18.26
530,-0.54,-6.33,18.0
540,-0.5,-6.24,17.91
550,-0.12,-6.05,17.58
560,0.28,-5.92,16.97
570,0.52,-5.68,15.96
580,0.76,-5.23,14.29
590,0.63,-4.71,12.25
600,0.31,-4.1,10.34
610,0.09,-3.64,8.88
620,-0.09,-3.16,7.8
630,0.07,-2.66,6.24
640,0.4,-2.27,4.61
650,0.24,-1.98,3.16
660,0.3,-1.88,1.72
670,0.08,-1.85,0.49
680,-0.03,-1.93,-0.71
690,-0.28,-1.97,-1.57
700,-0.33,-1.93,-2.5
710,-0.23,-1.78,-3.54
720,-0.32,-1.54,-4.58
730,-0.83,-1.55,-6.35
740,-1.24,-1.77,-7.83
750,-1.9,-1.84,-8.66
760,-0.92,-2.69,-9.52
770,-2.57,-2.63,-9.42
780,-2.63,-3.06,-9.84
790,-2.54,-3.1,-9.88
800,-2.23,-3.07,-10.2
810,-1.73,-3.39,-10.25
820,-1.45,-3.76,-9.65
830,-1.02,-4.4,-9.14
840,-0.63,-4.94,-8.43
850,-0.17,-5.67,-7.53
860,0.35,-6.38,-6.67
870,0.65,-6.98,-5.78
880,0.9,-7.53,-5.03
890,1.12,-8.09,-4.19
900,1.22,-8.58,-3.43
910,1.12,-8.83,-2.42
920,0.95,-9.48,-1.85
930,0.81,-9.73,-1.35
940,0.92,-9.81,-1.72
950,0.92,-10.11,-1.95
960,0.63,-9.81,-1.64
970,1.13,-9.77,-2.58
980,0.66,-9.98,-2.0
990,0.46,-9.8,-2.0
1000,0.54,-9.92,-2.52
