timestamp,x,y,z
0,-1.34,-8.55,-4.24
10,-1.51,-8.12,-4.56
20,-1.65,-7.68,-4.93
30,-1.78,-7.17,-5.31
40,-1.89,-6.64,-5.61
50,-1.89,-6.18,-5.91
60,-1.93,-5.75,-6.2
70,-1.7,-5.37,-6.28
80,-1.39,-4.83,-6.77
90,-0.38,-4.49,-6.96
100,-0.63,-3.76,-7.7
110,-0.73,-2.99,-7.92
120,-0.51,-2.29,-8.38
130,-0.52,-1.58,-8.67
140,-0.54,-0.96,-8.71
150,-0.52,-0.36,-8.54
160,-0.23,0.18,-8.6
170,0.17,0.86,-8.84
180,0.55,1.51,-9.08
190,0.7,2.09,-9.02
200,0.83,2.67,-8.3
210,1.11,3.25,-7.17
220,1.63,3.79,-5.63
230,1.96,4.2,-4.2
240,2.34,4.46,-2.5
250,2.52,5.37,-0.85
260,2.73,5.98,2.34
270,4.23,5.57,7.38
280,5.74,2.97,14.87
290,6.95,-0.71,21.41
300,9.61,-1.74,18.98
310,8.61,-0.77,17.01
320,7.61,0.41,16.93
330,6.79,-0.65,18.27
340,7.29,0.11,19.08
350,6.94,0.69,20.53
360,6.58,1.19,23.94
370,8.18,-0.86,29.31
380,9.99,-3.98,32.34
390,10.1,-6.64,31.39
400,10.4,-6.7,28.16
410,10.35,-6.32,24.61
420,9.48,-5.41,21.73
430,8.09,-5.08,19.91
440,6.73,-4.87,19.63
450,5.86,-4.46,20.27
460,5.63,-4.1,21.31
470,5.7,-4.38,22.12
480,6.05,-5.18,22.78
490,6.39,-5.94,22.93
500,6.71,-5.87,22.04
510,6.72,-5.13,20.54
520,6.62,-4.13,19.65
530,6.46,-3.23,19.38
540,6.42,-2.7,19.74
550,6.79,-2.66,20.4
560,7.4,-3.1,20.99
570,8.23,-3.52,20.9
580,8.54,-3.18,20.44
590,8.16,-2.79,19.48
600,7.22,-2.1,18.15
610,6.36,-1.16,16.53
620,5.84,-0.44,14.42
630,5.35,0.19,12.21
640,4.88,0.45,10.9
650,4.69,0.36,10.15
660,4.42,0.19,9.46
670,3.96,0.17,8.92
680,3.6,0.18,7.78
690,2.94,0.36,6.05
700,2.41,0.87,4.3
710,2.06,1.62,2.69
720,1.76,2.07,1.14
730,1.31,2.01,0.02
740,1.02,1.69,-0.58
750,0.86,1.16,-0.75
760,0.95,0.32,-1.31
770,0.99,-0.03,-2.14
780,1.45,0.33,-3.65
790,1.7,1.04,-5.77
800,1.55,1.51,-7.63
810,0.79,1.69,-9.3
820,-0.95,2.01,-10.47
830,-1.14,1.9,-11.27
840,-1.58,0.37,-11.06
850,-3.58,1.02,-11.3
860,-4.03,0.78,-11.69
870,-3.61,-1.75,-11.24
880,-3.14,-0.93,-11.15
890,-2.89,-1.69,-11.91
900,-2.72,-2.23,-12.1
910,-2.55,-3.01,-11.75
920,-2.3,-3.85,-10.88
930,-2.09,-4.87,-9.81
940,-1.71,-6.03,-8.39
950,-1.28,-7.08,-7.08
960,-1.11,-7.98,-5.88
970,-1.04,-8.63,-5.09
980,-1.72,-8.64,-4.11
990,-1.47,-9.79,-3.28
1000,-1.34,-9.48,-2.62
