timestamp,x,y,z
0,-0.25,-9.83,-2.8
10,-0.23,-9.9,-2.76
20,-0.24,-9.97,-2.76
30,-0.34,-9.96,-2.81
40,-0.43,-9.88,-2.89
50,-0.51,-9.84,-3.04
60,-0.56,-9.67,-3.22
70,-0.59,-9.56,-3.31
80,-0.49,-9.52,-3.28
90,-0.43,-9.53,-3.22
100,-0.29,-9.59,-3.1
110,-0.37,-9.67,-3.12
120,-0.52,-9.55,-3.23
130,-0.73,-9.42,-3.41
140,-0.93,-9.18,-3.62
150,-1.22,-9.04,-3.79
160,-1.36,-8.94,-3.79
170,-1.47,-8.86,-3.81
180,-1.4,-8.91,-3.8
190,-1.17,-9.05,-3.77
200,-0.98,-9.05,-3.72
210,-0.87,-8.99,-3.8
220,-0.93,-8.81,-3.93
230,-1.07,-8.5,-4.11
240,-1.25,-8.21,-4.26
250,-1.41,-7.85,-4.45
260,-1.53,-7.45,-4.81
270,-1.59,-7.08,-5.16
280,-1.65,-6.76,-5.6
290,-1.69,-6.37,-5.97
300,-1.72,-5.88,-6.31
310,-1.3,-5.51,-6.71
320,-2.02,-4.81,-6.87
330,-1.75,-4.25,-7.07
340,-1.83,-3.59,-7.73
350,-2.18,-3.1,-7.35
360,-2.01,-2.95,-7.03
370,-1.59,-2.09,-7.74
380,-1.21,-1.89,-7.75
390,-1.01,-1.66,-7.45
400,-0.96,-1.51,-7.0
410,-1.01,-1.13,-6.27
420,-0.78,-0.42,-6.0
430,-0.52,0.47,-6.13
440,-0.16,1.37,-6.16
450,0.21,2.09,-6.06
460,0.55,2.55,-5.24
470,1.0,2.6,-3.4
480,1.57,2.24,-0.44
490,2.36,1.65,3.14
500,3.54,0.86,6.48
510,3.75,0.15,8.98
520,3.87,-0.5,8.46
530,4.33,0.9,6.69
540,5.43,2.67,6.35
550,5.58,4.06,8.07
560,6.05,2.77,13.16
570,6.46,0.64,20.76
580,7.87,-1.97,25.21
590,9.44,-3.79,26.35
600,10.55,-3.49,25.18
610,11.2,-1.55,22.56
620,10.57,-0.28,20.92
630,9.43,-0.66,22.13
640,8.61,-1.59,25.16
650,8.46,-2.43,27.54
660,8.77,-3.42,28.91
670,9.6,-4.58,29.57
680,10.1,-5.35,28.83
690,10.27,-5.57,26.72
700,9.98,-5.09,24.79
710,9.22,-4.46,23.16
720,8.41,-3.86,21.49
730,7.55,-3.37,20.21
740,6.92,-2.78,19.23
750,6.58,-2.21,18.55
760,6.63,-1.87,18.28
770,7.02,-2.07,18.61
780,7.38,-2.48,18.76
790,7.41,-2.41,18.44
800,7.0,-1.77,17.87
810,6.22,-1.29,17.34
820,5.39,-1.12,16.71
830,4.79,-0.84,15.31
840,4.34,-0.29,13.57
850,4.06,-0.03,12.15
860,3.98,-0.12,10.88
870,4.17,-0.39,9.64
880,4.38,-0.48,8.53
890,4.78,-0.84,7.4
900,4.86,-1.25,6.13
910,4.51,-1.49,5.19
920,3.86,-1.43,4.56
930,3.29,-1.23,3.89
940,2.94,-0.74,2.39
950,2.43,-0.57,1.05
960,1.64,-0.87,0.11
970,1.17,-1.12,-0.51
980,0.55,-1.99,-1.02
990,0.96,-2.02,-1.8
1000,0.72,-1.98,-2.34
