timestamp,x,y,z
0,-1.13,-9.31,-5.0
10,-1.07,-9.38,-4.92
20,-1.0,-9.42,-4.84
30,-0.94,-9.42,-4.79
40,-1.0,-9.39,-4.8
50,-1.18,-9.29,-4.96
60,-1.31,-9.17,-5.17
70,-1.45,-9.1,-5.32
80,-1.45,-9.06,-5.27
90,-1.42,-9.1,-5.15
100,-1.33,-9.11,-5.01
110,-1.27,-9.09,-4.91
120,-1.33,-8.99,-4.93
130,-1.41,-8.88,-5.01
140,-1.45,-8.77,-5.19
150,-1.43,-8.73,-5.26
160,-1.37,-8.73,-5.22
170,-1.38,-8.8,-5.2
180,-1.38,-8.83,-5.19
190,-1.35,-8.82,-5.15
200,-1.35,-8.86,-5.14
210,-1.33,-8.82,-5.22
220,-1.34,-8.78,-5.25
230,-1.44,-8.74,-5.33
240,-1.42,-8.7,-5.31
250,-1.32,-8.76,-5.25
260,-1.3,-8.77,-5.21
270,-1.3,-8.73,-5.29
280,-1.33,-8.64,-5.34
290,-1.3,-8.58,-5.34
300,-1.3,-8.55,-5.36
310,-1.4,-8.49,-5.46
320,-1.51,-8.4,-5.6
330,-1.64,-8.24,-5.81
340,-1.71,-8.05,-5.93
350,-1.63,-7.81,-5.95
360,-1.55,-7.56,-5.82
370,-1.53,-7.27,-5.76
380,-1.67,-6.86,-5.94
390,-1.93,-6.52,-6.32
400,-2.09,-6.29,-6.76
410,-2.15,-6.14,-7.21
420,-2.09,-5.9,-7.71
430,-1.9,-5.48,-8.36
440,-1.84,-4.68,-9.45
450,-1.69,-3.33,-11.68
460,-2.32,-2.16,-14.03
470,-3.54,-0.87,-15.13
480,-4.27,0.9,-14.9
490,-3.93,2.23,-12.09
500,-2.49,3.71,-7.4
510,-0.64,5.08,-3.04
520,0.17,4.95,2.65
530,0.96,2.99,8.46
540,3.56,-0.68,16.18
550,9.72,-8.52,14.41
560,10.65,-15.21,13.34
570,8.18,-12.53,14.66
580,4.51,-8.84,13.84
590,0.78,-6.25,14.48
600,-1.44,-6.06,15.58
610,-1.01,-6.75,15.22
620,-0.27,-7.11,15.44
630,0.33,-8.7,17.08
640,1.79,-10.7,17.38
650,2.36,-10.69,15.18
660,1.06,-9.42,13.32
670,-0.52,-8.06,11.89
680,-1.72,-7.38,10.56
690,-2.51,-7.45,9.98
700,-2.89,-7.76,9.67
710,-2.6,-7.86,9.11
720,-1.77,-8.37,8.88
730,-0.49,-9.4,9.31
740,0.5,-10.11,10.47
750,0.92,-10.26,11.18
760,0.79,-9.42,10.5
770,0.34,-7.69,8.12
780,-0.5,-5.77,4.72
790,-1.3,-4.53,1.09
800,-1.48,-4.09,-1.59
810,-0.91,-4.71,-2.26
820,-0.24,-6.21,-3.24
830,0.24,-7.24,-3.08
840,0.04,-7.69,-2.39
850,0.25,-7.76,-3.39
860,0.55,-7.82,-4.81
870,0.44,-7.3,-5.46
880,-0.29,-7.15,-6.81
890,-0.69,-6.95,-7.51
900,-0.69,-7.09,-7.18
910,-0.62,-7.41,-6.2
920,-0.51,-7.86,-5.0
930,-0.21,-8.46,-4.01
940,-0.1,-8.58,-4.23
950,-0.17,-8.69,-4.94
960,-0.32,-8.68,-5.31
970,-0.42,-8.81,-5.17
980,-0.46,-9.09,-4.74
990,-0.46,-9.33,-4.29
1000,-0.19,-9.56,-3.81
