timestamp,x,y,z
0,-1.92,-8.24,-4.29
10,-2.15,-7.73,-4.67
20,-2.46,-7.12,-5.27
30,-2.83,-6.53,-5.85
40,-3.08,-6.05,-6.4
50,-3.15,-5.75,-6.71
60,-3.22,-5.6,-6.67
70,-3.05,-5.5,-6.3
80,-2.89,-5.36,-5.97
90,-2.69,-5.03,-5.83
100,-2.6,-4.67,-5.93
110,-2.46,-4.11,-6.32
120,-2.74,-3.32,-6.71
130,-2.76,-2.29,-7.51
140,-2.79,-1.44,-8.46
150,-2.93,-0.63,-8.64
160,-2.9,0.11,-8.02
170,-2.59,0.79,-6.96
180,-2.36,1.25,-5.77
190,-1.7,1.69,-4.9
200,-1.08,2.11,-3.73
210,-0.44,2.65,-2.97
220,1.02,3.41,-2.34
230,2.19,3.25,-0.25
240,4.18,2.52,2.96
250,6.06,1.57,5.88
260,7.99,0.46,10.13
270,8.41,0.94,12.99
280,6.97,1.77,14.06
290,7.3,3.67,14.45
300,7.06,2.49,19.01
310,8.73,1.46,24.2
320,10.62,-0.72,26.14
330,12.75,-2.67,26.2
340,13.41,-3.21,25.29
350,12.82,-1.93,24.55
360,11.94,0.14,23.81
370,10.79,1.48,23.21
380,9.79,1.54,23.5
390,8.85,0.97,24.11
400,8.2,0.74,24.86
410,7.98,0.83,25.1
420,7.9,0.36,24.98
430,8.05,-0.74,24.35
440,8.48,-1.49,22.99
450,8.79,-1.19,21.38
460,8.65,-0.53,20.24
470,8.26,0.19,19.16
480,7.78,0.83,18.36
490,7.44,1.26,17.78
500,7.24,1.37,17.43
510,7.32,1.02,17.16
520,7.47,0.66,16.9
530,7.22,0.26,16.98
540,6.76,-0.05,16.9
550,5.91,-0.09,16.24
560,5.07,0.3,14.9
570,4.42,1.05,13.05
580,3.95,1.32,10.93
590,3.51,1.31,8.71
600,3.06,1.42,7.08
610,2.6,1.01,5.88
620,2.16,0.57,4.66
630,1.71,0.12,3.93
640,1.45,-0.46,3.12
650,1.15,-0.7,2.26
660,0.72,-0.86,1.63
670,0.33,-0.75,1.0
680,-0.39,-0.32,0.28
690,-0.42,-0.21,-0.56
700,-1.63,-0.34,-1.59
710,-1.35,0.15,-3.3
720,-1.06,0.1,-4.55
730,-1.33,-1.26,-6.21
740,-1.68,-0.8,-6.3
750,-1.84,-0.94,-6.49
760,-2.03,-1.0,-6.7
770,-2.25,-1.22,-7.03
780,-2.62,-1.53,-7.4
790,-2.77,-2.03,-8.02
800,-2.61,-2.33,-8.72
810,-2.52,-2.82,-9.33
820,-2.61,-3.55,-9.46
830,-2.83,-4.27,-9.32
840,-3.09,-4.89,-9.05
850,-3.25,-5.48,-8.47
860,-3.17,-5.66,-7.35
870,-3.32,-5.76,-6.78
880,-3.83,-6.49,-5.49
890,-3.96,-6.02,-5.55
900,-4.49,-5.72,-4.31
910,-4.61,-5.45,-4.46
920,-4.69,-6.07,-4.64
930,-4.41,-6.97,-4.58
940,-4.04,-7.59,-4.12
950,-3.58,-7.66,-3.51
960,-3.25,-7.14,-2.61
970,-3.04,-7.98,-1.66
980,-2.92,-8.55,-1.33
990,-2.47,-8.73,-1.16
1000,-2.06,-8.83,-0.84
