timestamp,ax,ay,az,gx,gy,gz
0,0.54,-9.85,-0.11,-0.14,-0.16,0.17
10,0.39,-9.87,-0.15,-0.15,-0.15,0.13
20,0.31,-10.03,-0.13,-0.17,-0.14,0.08
30,0.22,-10.24,-0.03,-0.18,-0.13,0.04
40,0.27,-10.36,-0.01,-0.2,-0.15,-0.02
50,0.36,-10.47,0.02,-0.22,-0.15,-0.08
60,0.46,-10.58,0.02,-0.25,-0.14,-0.11
70,0.6,-10.63,-0.17,-0.27,-0.13,-0.12
80,0.7,-10.57,-0.31,-0.29,-0.13,-0.13
90,0.71,-10.51,-0.41,-0.29,-0.15,-0.13
100,0.76,-10.45,-0.51,-0.28,-0.15,-0.12
110,0.7,-10.42,-0.59,-0.27,-0.14,-0.11
120,0.62,-10.39,-0.63,-0.28,-0.11,-0.12
130,0.54,-10.38,-0.64,-0.29,-0.08,-0.15
140,0.49,-10.32,-0.65,-0.29,-0.06,-0.17
150,0.52,-10.26,-0.7,-0.29,-0.06,-0.19
160,0.53,-10.2,-0.73,-0.28,-0.07,-0.21
170,0.6,-10.09,-0.76,-0.25,-0.09,-0.21
180,0.69,-9.99,-0.82,-0.23,-0.1,-0.21
190,0.74,-9.88,-0.86,-0.2,-0.11,-0.2
200,0.75,-9.78,-0.85,-0.18,-0.12,-0.19
210,0.74,-9.7,-0.82,-0.17,-0.11,-0.19
220,0.67,-9.73,-0.75,-0.17,-0.09,-0.2
230,0.63,-9.71,-0.76,-0.18,-0.07,-0.21
240,0.71,-9.68,-0.8,-0.19,-0.04,-0.24
250,0.89,-9.6,-0.78,-0.2,-0.02,-0.25
260,1.07,-9.49,-0.77,-0.19,-0.02,-0.24
270,1.32,-9.41,-0.81,-0.17,-0.04,-0.21
280,1.36,-9.35,-0.82,-0.13,-0.06,-0.16
290,1.3,-9.45,-0.76,-0.09,-0.1,-0.11
300,1.2,-9.58,-0.72,-0.06,-0.11,-0.09
310,1.17,-9.69,-0.7,-0.05,-0.1,-0.09
320,1.19,-9.73,-0.66,-0.06,-0.09,-0.11
330,1.31,-9.71,-0.62,-0.09,-0.07,-0.11
340,1.49,-9.62,-0.64,-0.11,-0.05,-0.1
350,1.58,-9.49,-0.66,-0.13,-0.04,-0.07
360,1.65,-9.47,-0.71,-0.12,-0.06,-0.02
370,1.53,-9.49,-0.81,-0.1,-0.09,0.02
380,1.35,-9.6,-0.81,-0.06,-0.13,0.06
390,1.16,-9.72,-0.78,-0.02,-0.13,0.08
400,1.02,-9.77,-0.71,-0.01,-0.12,0.06
410,1.01,-9.81,-0.65,-0.01,-0.13,0.03
420,1.19,-9.73,-0.64,-0.03,-0.14,0.01
430,1.48,-9.6,-0.81,-0.07,-0.14,0.01
440,1.88,-9.58,-1.03,-0.1,-0.12,0.04
450,2.46,-9.57,-1.53,-0.08,-0.12,0.11
460,3.41,-9.56,-2.36,0.01,-0.09,0.24
470,4.57,-9.43,-3.33,0.25,-0.0,0.5
480,6.47,-8.88,-4.59,0.65,0.17,0.96
490,8.65,-8.21,-5.52,1.17,0.51,1.64
500,10.96,-6.95,-5.87,1.92,0.99,2.79
510,12.55,-5.03,-5.44,2.81,1.32,4.41
520,12.71,-2.15,-4.83,3.69,1.42,6.46
530,10.97,1.39,-4.31,4.43,1.5,8.7
540,7.29,4.82,-3.35,4.95,1.42,8.73
550,2.7,7.19,-1.51,5.26,0.95,8.73
560,-1.97,7.64,0.93,5.53,-0.18,8.73
570,-5.16,5.26,3.43,5.88,-1.29,8.73
580,-10.94,4.71,5.45,6.08,-2.47,8.73
590,-15.76,3.63,6.31,5.87,-4.34,8.73
600,-16.69,-0.04,8.09,5.42,-5.86,8.73
610,-15.4,-3.34,8.97,4.26,-5.45,8.46
620,-15.44,-1.11,7.09,2.41,-3.26,6.33
630,-16.56,-0.37,5.65,0.76,-0.43,4.11
640,-17.09,-0.32,6.53,0.29,1.48,2.29
650,-16.92,1.03,8.38,0.55,2.28,1.04
660,-16.36,2.15,10.09,1.02,2.15,0.22
670,-15.69,3.15,11.55,1.26,1.5,-0.25
680,-14.64,3.75,12.26,1.07,0.67,-0.39
690,-12.91,3.89,11.89,0.6,-0.05,-0.26
700,-11.37,3.49,10.65,0.18,-0.61,0.01
710,-9.91,2.55,9.28,-0.02,-1.1,0.31
720,-8.61,1.35,7.69,-0.05,-1.38,0.54
730,-7.68,0.17,6.03,-0.06,-1.29,0.62
740,-7.22,-0.71,5.08,-0.06,-0.89,0.49
750,-7.17,-1.31,4.88,-0.09,-0.41,0.24
760,-7.38,-1.62,5.04,-0.09,-0.04,-0.04
770,-7.54,-1.52,5.16,-0.04,0.09,-0.29
780,-7.44,-1.16,5.24,0.03,0.01,-0.44
790,-7.01,-0.76,5.31,0.07,-0.17,-0.45
800,-6.45,-0.56,5.25,0.05,-0.31,-0.33
810,-6.1,-0.4,5.18,-0.01,-0.39,-0.12
820,-6.0,-0.33,4.89,-0.07,-0.39,0.09
830,-6.04,-0.48,4.63,-0.1,-0.25,0.23
840,-6.33,-0.83,4.77,-0.11,0.0,0.25
850,-6.78,-0.99,5.06,-0.14,0.25,0.15
860,-7.3,-0.99,5.31,-0.16,0.39,-0.02
870,-7.52,-0.87,5.56,-0.18,0.39,-0.2
880,-7.45,-0.68,5.78,-0.19,0.31,-0.32
890,-7.2,-0.44,5.78,-0.21,0.17,-0.33
900,-6.81,-0.3,5.59,-0.22,0.03,-0.25
910,-6.42,-0.28,5.33,-0.23,-0.07,-0.09
920,-6.2,-0.32,5.26,-0.22,-0.1,0.07
930,-6.15,-0.42,5.35,-0.22,-0.03,0.16
940,-6.41,-0.57,5.53,-0.23,0.11,0.16
950,-6.96,-0.61,5.73,-0.26,0.23,0.08
960,-7.34,-0.54,5.7,-0.33,0.3,-0.02
970,-7.67,-0.55,5.46,-0.39,0.3,-0.08
980,-7.75,-0.68,5.09,-0.41,0.24,-0.1
990,-7.55,-0.83,4.74,-0.39,0.14,-0.1
