timestamp,ax,ay,az,gx,gy,gz
0,1.76,-1.0,8.75,-0.09,0.04,-0.04
10,1.76,-1.06,8.73,-0.09,0.04,-0.04
20,1.8,-1.06,8.76,-0.08,0.05,-0.04
30,1.81,-0.99,8.75,-0.08,0.05,-0.03
40,1.79,-0.99,8.8,-0.08,0.04,-0.02
50,1.72,-1.0,8.86,-0.08,0.04,0.01
60,1.72,-0.97,8.84,-0.1,0.03,0.03
70,1.65,-0.93,8.88,-0.11,0.02,0.02
80,1.6,-0.98,8.88,-0.13,0.01,0.01
90,1.61,-1.06,9.0,-0.16,0.02,-0.02
100,1.53,-1.03,9.07,-0.19,0.05,-0.05
110,1.49,-1.04,9.04,-0.22,0.06,-0.04
120,1.48,-1.09,9.05,-0.24,0.04,-0.01
130,1.49,-1.13,9.1,-0.25,0.01,0.03
140,1.42,-1.32,9.31,-0.28,-0.03,0.08
150,1.29,-1.4,9.3,-0.35,-0.06,0.12
160,0.87,-1.31,9.25,-0.49,0.05,0.2
170,0.75,-1.26,9.06,-0.62,0.17,0.31
180,0.65,-1.37,9.09,-0.74,0.36,0.42
190,0.62,-1.24,9.28,-0.77,0.53,0.53
200,0.54,-1.47,9.05,-0.75,0.68,0.6
210,0.63,-1.54,9.01,-0.67,0.82,0.64
220,0.72,-1.51,9.18,-0.55,0.93,0.61
230,0.89,-1.58,9.54,-0.37,0.94,0.5
240,1.26,-1.94,10.01,-0.11,0.78,0.31
250,1.65,-2.36,10.23,0.1,0.6,0.07
260,1.88,-2.66,10.32,0.13,0.52,-0.11
270,2.01,-2.81,10.21,-0.01,0.53,-0.16
280,2.05,-3.17,10.43,-0.27,0.57,-0.06
290,2.38,-3.66,10.71,-0.52,0.6,0.17
300,2.6,-3.95,10.69,-0.68,0.65,0.44
310,2.66,-4.15,10.58,-0.77,0.67,0.74
320,2.53,-4.2,10.47,-0.78,0.66,1.05
330,2.45,-4.36,10.31,-0.78,0.64,1.31
340,2.33,-4.63,10.31,-0.78,0.64,1.5
350,2.34,-4.92,10.37,-0.78,0.67,1.63
360,2.42,-5.43,10.63,-0.79,0.71,1.68
370,2.64,-6.06,10.91,-0.84,0.71,1.62
380,2.91,-6.52,11.18,-0.94,0.71,1.48
390,3.09,-6.68,11.22,-1.1,0.69,1.34
400,3.28,-6.62,11.12,-1.26,0.66,1.29
410,3.54,-6.61,10.96,-1.37,0.63,1.34
420,3.88,-6.72,10.86,-1.4,0.57,1.45
430,4.27,-7.02,10.89,-1.34,0.5,1.59
440,4.62,-7.4,11.1,-1.23,0.41,1.69
450,4.98,-7.73,11.5,-1.12,0.32,1.7
460,5.18,-8.01,11.97,-1.1,0.2,1.63
470,5.21,-8.09,12.38,-1.17,0.06,1.52
480,5.1,-7.93,12.62,-1.32,-0.08,1.44
490,4.91,-7.68,12.8,-1.46,-0.19,1.46
500,4.64,-7.6,13.11,-1.56,-0.28,1.58
510,4.41,-7.66,13.37,-1.64,-0.35,1.75
520,4.17,-7.64,13.64,-1.71,-0.45,1.9
530,3.94,-7.57,14.02,-1.79,-0.58,2.0
540,3.6,-7.38,14.44,-1.88,-0.75,2.02
550,3.22,-7.18,15.17,-1.99,-0.92,1.96
560,2.69,-6.99,15.81,-2.12,-1.05,1.84
570,2.16,-6.79,16.36,-2.27,-1.12,1.68
580,1.65,-6.72,16.69,-2.41,-1.12,1.52
