timestamp,ax,ay,az,gx,gy,gz
0,4.04,0.6,8.46,-0.06,-0.01,-0.08
10,4.09,0.45,8.47,-0.03,-0.03,-0.11
20,4.16,0.21,8.49,-0.0,-0.04,-0.14
30,4.24,0.03,8.49,0.02,-0.05,-0.15
40,4.2,-0.08,8.43,0.02,-0.05,-0.14
50,4.15,-0.14,8.37,-0.0,-0.06,-0.12
60,4.15,-0.12,8.3,-0.02,-0.07,-0.08
70,4.19,-0.12,8.25,-0.04,-0.06,-0.04
80,4.24,-0.08,8.14,-0.04,-0.03,-0.01
90,4.17,-0.0,8.15,-0.04,-0.0,0.02
100,4.11,-0.02,8.33,-0.02,0.02,0.03
110,4.08,-0.14,8.68,0.01,0.03,0.02
120,4.2,-0.41,9.03,0.06,0.03,-0.01
130,4.32,-0.84,9.3,0.12,0.03,-0.07
140,4.41,-1.37,9.68,0.16,0.05,-0.12
150,4.55,-1.98,9.86,0.2,0.12,-0.15
160,4.52,-2.28,9.92,0.23,0.18,-0.15
170,4.54,-2.19,10.0,0.23,0.15,-0.09
180,4.63,-1.94,10.22,0.23,0.02,-0.03
190,4.54,-1.89,10.62,0.23,-0.03,0.04
200,4.77,-2.03,11.41,0.22,-0.03,0.11
210,4.8,-2.27,12.18,0.2,0.03,0.12
220,4.61,-2.64,12.52,0.15,0.02,0.1
230,4.71,-3.05,12.59,0.04,-0.05,0.06
240,5.19,-3.26,12.53,-0.12,-0.11,0.01
250,5.94,-3.16,13.07,-0.31,-0.15,-0.06
260,5.7,-3.12,12.34,-0.48,0.01,-0.06
270,5.89,-3.35,12.8,-0.65,0.38,-0.01
280,5.81,-2.76,13.22,-0.8,0.64,0.08
290,5.38,-2.0,13.77,-0.95,0.81,0.22
300,4.83,-1.45,14.14,-1.08,0.7,0.37
310,4.35,-1.53,14.41,-1.25,0.52,0.54
320,4.22,-1.97,14.6,-1.45,0.37,0.71
330,4.41,-2.09,14.86,-1.68,0.42,0.89
340,4.74,-1.93,15.15,-1.93,0.62,1.1
350,5.23,-1.68,15.45,-2.19,0.82,1.32
360,5.72,-1.49,15.65,-2.45,0.92,1.5
370,6.24,-1.39,15.59,-2.7,0.88,1.61
