timestamp,x,y,z
0,5.29,-6.99,4.25
10,5.35,-7.02,4.22
20,5.4,-7.02,4.23
30,5.39,-7.13,4.28
40,5.28,-7.23,4.32
50,5.3,-7.3,4.36
60,5.11,-7.35,4.3
70,4.99,-7.29,4.2
80,5.01,-7.2,4.12
90,5.0,-7.14,4.08
100,5.05,-7.05,4.1
110,5.01,-6.99,4.1
120,4.97,-7.01,4.14
130,5.0,-7.17,4.17
140,4.9,-7.37,4.17
150,4.85,-7.47,4.14
160,4.72,-7.35,4.1
170,4.69,-7.16,4.04
180,4.69,-7.01,4.02
190,4.61,-6.92,3.96
200,4.57,-6.9,3.92
210,4.65,-6.9,3.96
220,4.68,-7.05,3.99
230,4.56,-7.31,3.97
240,4.6,-7.74,4.12
250,4.76,-8.33,4.26
260,4.82,-8.87,4.44
270,4.73,-9.26,4.61
280,4.63,-9.67,4.88
290,4.54,-10.36,5.06
300,4.43,-11.43,5.05
310,4.41,-12.57,5.05
320,4.47,-13.63,5.0
330,4.81,-14.77,4.71
340,4.98,-15.95,5.1
350,4.75,-17.23,5.85
360,4.64,-18.48,6.33
370,4.54,-19.4,6.88
380,4.41,-19.75,7.1
390,4.45,-19.09,7.22
400,4.43,-17.98,7.27
410,4.4,-17.3,6.99
420,4.47,-17.3,6.56
430,4.7,-17.56,6.21
440,4.78,-17.2,6.27
450,4.6,-16.38,6.39
460,4.62,-15.44,6.45
470,4.69,-14.73,6.57
480,4.74,-14.4,6.86
490,4.65,-14.56,6.71
500,4.57,-14.89,6.91
510,5.25,-15.19,7.14
520,6.13,-15.99,7.13
530,6.98,-16.53,7.23
540,8.02,-17.2,7.72
550,9.19,-17.25,8.18
560,10.08,-16.87,8.92
570,11.18,-16.41,9.93
580,11.82,-14.9,10.6
590,11.57,-12.44,10.81
600,10.78,-9.22,10.03
610,9.49,-5.83,9.03
620,8.26,-2.92,7.52
630,7.28,-0.48,6.23
640,6.35,1.48,5.68
650,5.56,3.04,5.19
660,4.83,3.65,4.38
670,4.68,3.78,3.58
680,4.71,3.56,2.96
690,4.49,3.36,2.11
700,3.67,3.31,0.83
710,2.88,3.4,-0.52
720,1.83,3.97,-1.91
730,0.99,4.88,-2.72
740,0.16,5.11,-3.39
750,-0.52,4.96,-4.14
760,-1.19,4.5,-5.16
770,-2.15,3.91,-5.33
780,-2.4,2.43,-5.91
790,-2.6,1.39,-6.35
800,-2.49,0.32,-6.93
810,-2.2,-0.14,-7.2
820,-2.09,-0.75,-7.48
830,-2.36,-1.22,-7.55
840,-2.69,-1.82,-7.21
850,-2.85,-2.87,-6.66
860,-3.17,-4.12,-5.91
870,-3.46,-5.51,-5.37
880,-3.15,-6.76,-5.12
890,-2.09,-7.64,-4.74
900,-0.99,-8.46,-4.7
910,-0.31,-8.49,-4.45
920,0.13,-8.66,-4.42
930,0.16,-8.72,-4.44
940,-0.0,-8.67,-4.34
950,-0.25,-8.72,-4.27
960,-0.33,-8.99,-4.24
970,-0.2,-9.21,-4.11
980,-0.03,-9.45,-3.97
990,0.28,-9.7,-3.99
1000,0.56,-9.76,-3.94
