timestamp,ax,ay,az,gx,gy,gz
0,2.82,0.44,8.38,0.15,0.01,-0.14
10,2.79,0.41,8.36,0.15,0.03,-0.09
20,2.81,0.27,8.41,0.14,0.05,-0.05
30,2.87,0.06,8.45,0.14,0.07,-0.03
40,2.88,-0.12,8.54,0.14,0.07,-0.04
50,2.85,-0.25,8.59,0.16,0.05,-0.07
60,2.84,-0.36,8.58,0.18,0.01,-0.12
70,2.86,-0.45,8.49,0.21,-0.03,-0.17
80,2.85,-0.44,8.45,0.22,-0.06,-0.22
90,2.87,-0.49,8.53,0.19,-0.07,-0.25
100,2.83,-0.55,8.66,0.13,-0.05,-0.23
110,2.75,-0.5,8.72,0.05,-0.03,-0.16
120,2.7,-0.42,8.7,-0.03,0.0,-0.06
130,2.66,-0.39,8.66,-0.08,0.03,0.05
140,2.66,-0.35,8.6,-0.09,0.06,0.15
150,2.65,-0.32,8.52,-0.08,0.08,0.21
160,2.61,-0.32,8.44,-0.05,0.08,0.23
170,2.62,-0.31,8.41,-0.02,0.07,0.22
180,2.63,-0.3,8.45,0.02,0.06,0.19
190,2.63,-0.25,8.49,0.04,0.06,0.15
200,2.58,-0.22,8.6,0.05,0.06,0.13
210,2.55,-0.23,8.78,0.04,0.05,0.13
220,2.57,-0.31,8.95,-0.0,0.06,0.15
230,2.6,-0.34,9.05,-0.04,0.06,0.18
240,2.55,-0.29,9.08,-0.09,0.05,0.22
250,2.54,-0.32,9.09,-0.1,0.03,0.25
260,2.53,-0.37,9.02,-0.1,0.01,0.27
270,2.54,-0.39,8.91,-0.09,-0.0,0.27
280,2.51,-0.36,8.86,-0.08,-0.0,0.24
290,2.51,-0.36,8.85,-0.06,-0.01,0.21
300,2.55,-0.32,8.91,-0.05,-0.04,0.16
310,2.53,-0.23,8.99,-0.04,-0.09,0.1
320,2.46,-0.13,8.98,-0.02,-0.14,0.04
330,2.44,-0.04,8.93,0.0,-0.17,0.01
340,2.38,-0.05,9.01,0.02,-0.18,0.0
350,2.36,-0.25,9.17,0.01,-0.18,0.03
360,2.49,-0.85,9.54,0.01,-0.21,0.06
370,2.7,-1.53,10.09,0.02,-0.26,0.06
380,2.74,-2.01,10.64,0.07,-0.31,0.0
390,2.75,-2.44,10.96,0.13,-0.33,-0.1
400,2.71,-2.74,11.15,0.17,-0.34,-0.21
410,2.63,-3.13,11.23,0.19,-0.36,-0.3
420,2.53,-3.7,11.59,0.17,-0.4,-0.32
430,2.51,-4.37,12.44,0.09,-0.44,-0.26
440,2.52,-5.29,13.5,-0.06,-0.47,-0.1
450,2.66,-5.96,14.47,-0.26,-0.49,0.08
460,2.75,-6.17,15.06,-0.5,-0.52,0.17
470,2.77,-6.17,15.45,-0.72,-0.55,0.08
480,2.98,-6.09,15.62,-0.93,-0.6,-0.19
490,3.32,-6.06,15.47,-1.1,-0.64,-0.59
500,3.79,-6.32,15.52,-1.25,-0.58,-0.95
510,4.27,-6.66,16.14,-1.46,-0.38,-1.12
520,4.82,-6.62,16.61,-1.78,-0.11,-1.02
530,5.4,-6.22,16.91,-2.19,0.16,-0.71
540,5.88,-5.54,17.03,-2.63,0.36,-0.3
550,6.23,-4.88,16.91,-2.99,0.47,0.08
560,6.21,-4.16,16.54,-3.22,0.49,0.38
570,6.11,-3.53,16.03,-3.29,0.44,0.57
580,6.04,-3.01,15.46,-3.26,0.31,0.66
590,6.04,-2.7,15.16,-3.2,0.17,0.65
600,6.05,-2.78,15.07,-3.17,0.01,0.6
610,6.06,-2.94,15.32,-3.23,-0.12,0.54
620,6.01,-2.89,15.82,-3.39,-0.17,0.54
630,5.96,-2.75,16.1,-3.65,-0.11,0.62
640,6.05,-2.48,16.31,-3.94,0.02,0.78
650,6.26,-2.15,16.46,-4.18,0.12,0.96
660,6.39,-1.75,16.19,-4.32,0.16,1.09
670,6.44,-1.4,15.78,-4.38,0.12,1.15
680,6.45,-1.25,15.43,-4.41,0.03,1.14
690,6.4,-1.09,15.18,-4.47,-0.05,1.09
700,5.99,-0.86,15.15,-4.62,-0.11,1.04
710,5.67,-0.74,14.69,-4.83,-0.09,1.05
720,5.52,-0.54,14.32,-5.08,-0.01,1.14
730,5.32,-0.21,14.01,-5.27,0.07,1.27
740,5.12,-0.04,13.46,-5.34,0.0,1.35
750,5.0,0.34,12.24,-5.33,-0.08,1.38
760,4.86,0.38,11.48,-5.22,-0.22,1.36
770,4.69,0.38,11.61,-5.07,-0.38,1.3
780,4.28,0.11,11.21,-4.96,-0.55,1.21
790,3.85,-0.17,10.09,-4.96,-0.6,1.17
800,3.2,-0.16,9.22,-5.13,-0.46,1.25
810,2.52,0.4,8.13,-5.4,-0.17,1.45
820,1.74,1.13,6.63,-5.61,0.17,1.72
830,1.19,1.57,5.0,-5.62,0.46,1.95
840,0.94,1.86,3.33,-5.43,0.68,2.03
850,0.89,1.81,2.0,-5.08,0.78,1.93
860,0.89,1.6,0.91,-4.63,0.72,1.66
870,0.57,1.46,-0.28,-4.23,0.43,1.33
880,0.41,1.3,-1.19,-3.93,0.13,1.02
890,-0.09,1.26,-2.01,-3.79,-0.09,0.79
900,-0.51,1.31,-3.08,-3.76,-0.19,0.65
910,-0.79,1.21,-3.96,-3.74,-0.18,0.63
920,-0.82,1.12,-4.6,-3.68,-0.12,0.7
930,-0.99,1.36,-5.12,-3.46,0.0,0.79
940,-1.24,1.29,-5.85,-3.05,0.13,0.8
950,-1.21,0.58,-6.62,-2.47,0.17,0.68
960,-1.1,-0.55,-7.23,-1.82,0.12,0.44
970,-0.98,-1.84,-7.16,-1.24,-0.01,0.16
980,-1.15,-2.43,-7.35,-0.91,-0.14,-0.09
990,-1.38,-2.72,-7.47,-0.81,-0.19,-0.26
