timestamp,x,y,z
0,-6.01,-4.8,4.63
10,-6.01,-4.8,4.64
20,-6.02,-4.87,4.66
30,-6.03,-4.92,4.67
40,-6.01,-4.83,4.72
50,-5.94,-4.78,4.75
60,-6.02,-4.78,4.73
70,-6.08,-4.83,4.78
80,-5.88,-4.79,4.87
90,-5.72,-4.69,4.83
100,-5.6,-4.58,4.72
110,-5.51,-4.47,4.6
120,-5.5,-4.52,4.61
130,-5.6,-4.6,4.62
140,-5.66,-4.58,4.69
150,-5.68,-4.64,4.69
160,-5.76,-4.67,4.72
170,-5.96,-4.81,4.8
180,-6.14,-4.98,4.88
190,-6.19,-5.03,4.84
200,-6.16,-5.03,4.75
210,-6.05,-4.94,4.64
220,-5.9,-4.83,4.58
230,-5.81,-4.81,4.57
240,-5.88,-4.85,4.68
250,-6.01,-4.99,4.85
260,-6.07,-5.11,5.02
270,-6.02,-5.15,5.08
280,-6.08,-5.16,4.93
290,-6.17,-5.11,4.81
300,-6.29,-5.15,4.77
310,-6.51,-5.16,4.66
320,-6.63,-5.31,4.79
330,-6.8,-5.75,4.94
340,-7.22,-6.37,5.04
350,-7.66,-7.0,5.16
360,-8.22,-7.59,5.26
370,-8.88,-8.2,5.52
380,-9.47,-8.7,5.68
390,-9.81,-9.06,5.77
400,-10.35,-9.06,5.22
410,-10.79,-9.33,4.74
420,-11.21,-9.79,4.54
430,-11.67,-10.45,4.8
440,-12.19,-11.12,5.41
450,-12.73,-12.01,6.28
460,-13.19,-12.62,6.86
470,-13.72,-12.6,6.86
480,-14.07,-12.31,6.54
490,-14.32,-11.84,5.82
500,-14.17,-11.77,5.97
510,-14.16,-11.79,6.55
520,-14.35,-11.47,7.25
530,-13.89,-11.4,8.14
540,-13.36,-11.25,8.94
550,-12.85,-11.18,9.49
560,-12.89,-11.09,10.15
570,-13.11,-10.67,10.38
580,-13.17,-10.19,10.3
590,-12.84,-9.64,10.17
600,-11.88,-9.19,10.53
610,-10.46,-8.78,10.99
620,-8.75,-8.04,11.45
630,-7.0,-7.79,11.48
640,-5.79,-7.25,11.6
650,-4.72,-6.22,11.18
660,-4.15,-5.07,10.03
670,-3.69,-4.02,9.19
680,-3.15,-3.16,8.58
690,-2.83,-2.77,8.65
700,-2.69,-2.78,9.09
710,-2.54,-2.6,9.17
720,-2.6,-2.34,8.88
730,-2.57,-1.73,7.93
740,-2.07,-0.78,6.53
750,-1.46,0.14,4.83
760,-0.47,1.13,3.37
770,0.38,1.84,2.04
780,1.02,2.25,0.74
790,1.49,2.38,-0.19
800,1.89,2.06,-0.63
810,1.74,1.22,-0.36
820,1.24,0.71,-0.56
830,0.63,0.34,-1.01
840,0.09,0.21,-1.54
850,0.08,0.06,-2.35
860,0.5,0.08,-3.12
870,1.12,0.08,-3.98
880,2.09,-0.12,-4.84
890,2.71,-0.34,-5.63
900,2.85,-0.57,-6.13
910,2.39,-1.08,-6.12
920,1.63,-1.58,-6.2
930,0.7,-2.46,-6.71
940,0.03,-3.15,-6.89
950,-0.23,-3.76,-7.06
960,0.02,-4.48,-6.93
970,0.58,-5.15,-6.69
980,1.14,-5.91,-6.58
990,1.72,-6.52,-6.51
1000,2.09,-6.93,-6.27
