timestamp,ax,ay,az,gx,gy,gz
0,4.44,-3.25,7.39,-0.02,0.04,0.03
10,4.42,-3.22,7.39,-0.01,0.04,0.05
20,4.44,-3.17,7.41,-0.01,0.04,0.06
30,4.41,-3.09,7.52,0.01,0.05,0.08
40,4.41,-2.98,7.45,0.02,0.06,0.11
50,4.45,-2.93,7.48,0.01,0.07,0.13
60,4.43,-2.94,7.47,0.0,0.09,0.14
70,4.37,-2.98,7.48,-0.01,0.1,0.17
80,4.35,-3.01,7.45,-0.02,0.11,0.19
90,4.27,-3.01,7.45,-0.02,0.13,0.22
100,4.23,-3.06,7.48,-0.02,0.15,0.25
110,4.3,-3.11,7.47,-0.01,0.16,0.28
120,4.33,-3.15,7.48,-0.01,0.18,0.3
130,4.42,-3.18,7.45,-0.01,0.2,0.3
140,4.35,-3.22,7.47,-0.02,0.21,0.3
150,4.33,-3.29,7.47,-0.02,0.23,0.29
160,4.27,-3.38,7.55,-0.0,0.24,0.28
170,4.23,-3.47,7.63,0.02,0.26,0.27
180,4.21,-3.52,7.63,0.06,0.27,0.26
190,4.15,-3.58,7.69,0.11,0.29,0.25
200,4.14,-3.63,7.85,0.17,0.33,0.23
210,4.18,-3.64,7.84,0.26,0.37,0.22
220,4.23,-3.55,7.89,0.36,0.4,0.21
230,4.17,-3.54,8.06,0.49,0.42,0.21
240,4.11,-3.59,8.37,0.65,0.43,0.21
250,3.87,-3.75,8.54,0.85,0.45,0.22
260,3.62,-4.11,8.69,1.06,0.44,0.22
270,3.76,-4.22,8.52,1.22,0.43,0.21
280,4.53,-3.94,8.24,1.32,0.41,0.16
290,5.36,-3.53,7.76,1.33,0.45,0.06
300,5.93,-3.78,7.75,1.28,0.45,0.02
310,6.12,-4.8,8.56,1.22,0.3,0.09
320,6.39,-6.32,8.6,1.18,0.12,0.24
330,6.74,-7.21,8.76,1.11,-0.07,0.42
340,6.86,-7.45,9.18,1.01,-0.23,0.6
350,6.74,-8.07,9.53,0.91,-0.34,0.78
360,6.69,-8.84,9.91,0.75,-0.4,0.9
370,6.6,-9.46,10.16,0.52,-0.4,0.95
380,6.65,-9.83,10.16,0.24,-0.34,0.96
390,6.82,-9.95,10.27,-0.05,-0.27,0.94
400,7.06,-9.94,10.36,-0.29,-0.25,0.92
410,7.32,-9.64,10.72,-0.48,-0.32,0.91
420,7.46,-9.3,10.79,-0.62,-0.45,0.92
430,7.49,-8.98,10.94,-0.73,-0.55,0.97
440,7.3,-8.82,11.43,-0.83,-0.59,1.1
450,6.99,-8.95,12.02,-0.92,-0.54,1.31
460,6.68,-9.37,12.87,-1.05,-0.44,1.54
470,6.53,-9.74,13.68,-1.26,-0.34,1.7
480,6.58,-9.88,14.56,-1.52,-0.26,1.73
490,6.86,-9.74,15.52,-1.79,-0.22,1.63
500,7.14,-9.46,16.14,-2.02,-0.24,1.43
510,7.54,-9.09,16.8,-2.22,-0.3,1.25
520,7.95,-8.92,17.36,-2.4,-0.38,1.14
530,8.5,-8.82,17.86,-2.59,-0.44,1.11
540,9.05,-8.65,18.38,-2.82,-0.53,1.14
550,9.66,-8.41,19.17,-3.08,-0.68,1.2
560,10.15,-8.16,20.12,-3.43,-0.88,1.25
570,10.31,-7.85,20.93,-3.85,-1.07,1.27
580,10.31,-7.36,21.73,-4.3,-1.2,1.33
590,10.27,-6.53,22.44,-4.72,-1.26,1.43
600,9.9,-5.11,22.91,-4.99,-1.24,1.57
610,9.78,-3.94,23.07,-5.03,-1.11,1.72
620,10.28,-3.18,22.65,-5.01,-1.01,1.82
630,10.71,-2.17,21.67,-5.07,-1.14,1.91
640,10.07,-0.67,20.35,-5.14,-1.33,2.09
650,8.94,0.75,18.92,-5.17,-1.36,2.42
660,7.89,2.1,17.44,-5.2,-1.22,2.79
670,6.5,3.69,15.91,-5.19,-0.98,3.1
680,5.39,4.94,14.37,-5.09,-0.55,3.33
690,4.45,6.03,12.73,-4.96,-0.07,3.51
700,3.73,6.86,10.48,-4.78,0.35,3.63
710,3.14,7.24,8.31,-4.62,0.63,3.68
720,2.64,7.65,6.13,-4.53,0.82,3.62
730,2.16,7.86,3.75,-4.44,0.92,3.46
740,1.72,8.02,1.25,-4.32,0.93,3.2
750,1.15,8.28,-1.1,-4.14,0.82,2.8
760,0.5,8.47,-3.3,-3.85,0.61,2.24
770,-0.21,8.27,-5.36,-3.49,0.37,1.58
780,-0.82,7.92,-7.11,-3.08,0.16,1.02
790,-1.36,6.95,-8.65,-2.68,-0.08,0.66
800,-1.74,5.88,-9.42,-2.34,-0.18,0.5
810,-2.08,4.76,-9.89,-1.95,-0.09,0.52
820,-2.07,3.37,-10.19,-1.54,0.13,0.64
830,-1.82,2.22,-10.24,-1.16,0.3,0.76
840,-1.58,1.15,-10.05,-0.8,0.28,0.83
850,-1.43,-0.0,-9.61,-0.51,0.06,0.75
860,-1.49,-1.11,-8.83,-0.27,-0.29,0.53
870,-1.81,-2.45,-8.09,-0.05,-0.65,0.22
880,-2.18,-3.72,-7.2,0.16,-0.9,-0.07
890,-2.62,-4.85,-6.34,0.36,-0.95,-0.2
900,-2.95,-5.87,-5.49,0.53,-0.78,-0.12
910,-3.02,-6.81,-4.67,0.62,-0.47,0.13
920,-2.9,-7.51,-3.83,0.6,-0.16,0.41
930,-2.79,-8.05,-3.08,0.52,0.03,0.58
940,-2.67,-8.55,-2.37,0.39,0.07,0.55
950,-2.67,-8.92,-1.72,0.28,-0.04,0.35
960,-2.64,-9.4,-1.3,0.22,-0.19,0.09
970,-2.58,-9.82,-1.14,0.19,-0.32,-0.12
980,-2.55,-9.96,-1.13,0.18,-0.39,-0.21
990,-2.45,-10.04,-1.08,0.18,-0.39,-0.23
