timestamp,x,y,z
0,2.44,-2.85,7.5
10,2.43,-2.85,7.5
20,2.33,-3.0,7.61
30,2.23,-3.12,7.68
40,2.19,-3.22,7.77
50,2.04,-3.4,7.91
60,1.89,-3.58,7.86
70,1.77,-3.71,7.66
80,1.73,-3.82,7.57
90,1.63,-4.14,7.96
100,1.46,-4.8,8.5
110,1.31,-5.6,8.83
120,1.24,-6.34,9.07
130,1.34,-6.83,9.06
140,1.48,-7.17,8.92
150,1.54,-7.34,8.95
160,1.73,-7.46,9.35
170,2.22,-7.6,10.23
180,2.68,-8.17,11.34
190,2.99,-8.62,12.06
200,3.16,-9.58,12.77
210,2.96,-10.25,13.49
220,2.68,-10.59,14.41
230,2.63,-11.19,15.71
240,2.53,-11.85,17.53
250,2.46,-12.09,18.99
260,3.83,-12.13,21.06
270,5.27,-11.88,21.72
280,5.52,-11.93,21.96
290,5.63,-11.88,22.2
300,5.57,-11.91,24.25
310,4.08,-11.92,26.63
320,3.51,-10.2,28.09
330,3.02,-7.92,26.98
340,2.86,-5.85,25.05
350,3.12,-3.87,23.27
360,3.56,-2.16,21.98
370,4.01,-1.06,21.35
380,4.17,-0.08,20.46
390,4.37,0.64,19.34
400,4.29,1.35,18.0
410,4.14,2.04,16.74
420,3.9,2.32,16.14
430,3.79,2.36,15.44
440,3.82,2.62,14.02
450,3.53,3.13,12.12
460,3.4,3.67,9.9
470,3.06,4.3,7.7
480,2.83,4.95,5.56
490,2.51,5.51,3.96
500,2.3,5.68,2.78
510,2.32,5.63,1.86
520,2.57,5.28,0.93
530,2.64,4.62,0.08
540,2.71,4.07,-0.49
550,2.28,3.74,-1.89
560,2.27,3.41,-3.15
570,2.37,2.94,-4.48
580,2.19,2.66,-6.17
590,1.65,3.16,-8.23
600,1.7,3.67,-9.67
610,0.8,3.77,-11.32
620,0.08,3.96,-12.5
630,0.05,2.8,-13.67
640,-0.65,1.92,-13.77
650,-1.64,0.55,-13.75
660,-2.07,0.49,-13.1
670,-2.29,0.43,-12.34
680,-2.09,-0.07,-12.13
690,-1.55,-1.16,-11.46
700,-0.94,-2.52,-10.46
710,-0.04,-3.79,-9.09
720,0.92,-5.28,-7.64
730,1.55,-6.56,-6.05
740,1.8,-7.64,-4.76
750,1.85,-8.54,-3.86
760,1.82,-9.25,-3.3
770,1.6,-9.88,-3.13
780,1.6,-10.06,-3.19
790,1.24,-10.03,-3.76
800,0.4,-9.76,-4.14
810,0.65,-9.27,-4.55
820,0.72,-9.31,-5.05
830,0.59,-9.11,-5.61
840,0.65,-9.11,-5.56
850,1.04,-9.14,-5.51
860,1.17,-9.14,-5.43
870,1.27,-9.05,-5.69
880,1.21,-8.88,-5.71
890,1.03,-8.77,-5.68
900,0.95,-8.83,-5.63
910,0.91,-9.0,-5.54
920,0.8,-9.01,-5.55
930,0.71,-8.93,-5.64
940,0.72,-8.84,-5.59
950,0.79,-8.89,-5.55
960,0.91,-9.03,-5.38
970,1.03,-9.14,-5.16
980,1.14,-9.28,-4.83
990,1.11,-9.39,-4.59
1000,1.07,-9.36,-4.46
