timestamp,x,y,z
0,-0.01,-9.83,-1.97
10,0.05,-9.79,-1.89
20,0.08,-9.71,-1.82
30,0.13,-9.58,-1.83
40,0.19,-9.37,-1.94
50,0.2,-9.1,-2.13
60,0.18,-8.74,-2.54
70,0.2,-8.23,-2.94
80,0.26,-7.66,-3.42
90,0.4,-6.96,-4.06
100,0.52,-6.17,-4.76
110,0.59,-5.22,-5.54
120,0.51,-4.12,-6.49
130,0.3,-2.84,-7.82
140,-0.16,-1.5,-9.77
150,-0.67,0.06,-12.47
160,-1.35,1.21,-14.58
170,-2.15,2.33,-14.46
180,-1.63,2.25,-14.47
190,-0.35,1.64,-12.87
200,0.32,2.53,-10.56
210,1.49,2.82,-8.79
220,2.16,2.72,-4.91
230,1.79,0.94,1.25
240,2.76,-1.2,4.33
250,0.91,-1.87,7.46
260,1.17,-1.85,5.53
270,1.27,-1.92,5.08
280,1.11,-0.21,7.02
290,1.64,-0.01,9.46
300,2.31,0.54,12.59
310,2.61,-0.07,18.06
320,3.85,-0.51,21.9
330,3.99,-0.64,23.83
340,3.41,-1.21,24.61
350,2.85,-2.0,26.45
360,2.29,-3.5,28.24
370,1.8,-4.92,28.06
380,0.99,-5.77,26.35
390,0.58,-5.64,24.26
400,0.6,-5.29,23.06
410,0.93,-5.25,22.59
420,1.13,-5.37,22.27
430,1.44,-5.66,21.75
440,1.76,-5.83,21.23
450,2.16,-5.84,20.9
460,2.49,-5.69,20.48
470,2.65,-5.34,19.63
480,2.72,-4.96,18.84
490,2.7,-4.75,18.27
500,2.77,-4.81,18.19
510,2.82,-5.01,18.78
520,2.94,-5.2,19.85
530,2.97,-5.4,21.12
540,2.9,-5.51,21.76
550,2.63,-5.52,21.75
560,2.22,-5.25,21.28
570,1.84,-4.77,20.24
580,1.55,-4.29,18.41
590,1.11,-3.77,16.34
600,0.72,-3.29,13.99
610,0.42,-2.82,11.59
620,0.27,-2.5,9.65
630,0.23,-2.34,8.17
640,0.34,-2.1,7.19
650,0.38,-2.11,6.47
660,0.21,-2.2,5.37
670,0.03,-2.33,4.36
680,0.04,-2.17,2.91
690,0.18,-1.79,1.08
700,0.27,-1.44,-1.03
710,0.31,-1.16,-3.41
720,0.2,-0.89,-5.29
730,0.14,-0.96,-5.99
740,0.09,-0.91,-6.16
750,0.08,-0.47,-5.83
760,0.06,-1.41,-6.5
770,-0.29,-1.37,-7.37
780,-0.69,-1.71,-8.38
790,-0.77,-1.65,-9.05
800,-0.86,-1.81,-9.64
810,-0.87,-2.11,-9.86
820,-1.04,-2.59,-9.85
830,-1.37,-3.04,-9.61
840,-1.51,-3.6,-9.16
850,-1.54,-4.18,-8.76
860,-1.18,-4.64,-8.44
870,-0.72,-5.13,-7.91
880,-0.38,-5.63,-7.16
890,-0.28,-6.28,-6.21
900,-0.14,-6.96,-5.26
910,-0.46,-7.76,-4.12
920,-0.87,-8.64,-2.69
930,-0.74,-9.37,-2.29
940,-0.79,-9.95,-1.59
950,-0.82,-10.26,-1.24
960,-0.77,-10.64,-0.75
970,-0.8,-10.76,-0.72
980,-1.02,-10.69,-0.92
990,-0.94,-10.82,-1.35
1000,-1.13,-10.24,-1.92
