timestamp,x,y,z
0,-0.54,-9.79,-2.95
10,-0.55,-9.67,-3.02
20,-0.48,-9.62,-3.06
30,-0.46,-9.66,-3.06
40,-0.47,-9.7,-3.0
50,-0.57,-9.78,-2.96
60,-0.62,-9.79,-2.97
70,-0.64,-9.75,-3.05
80,-0.65,-9.63,-3.13
90,-0.61,-9.45,-3.21
100,-0.57,-9.34,-3.27
110,-0.5,-9.34,-3.27
120,-0.37,-9.33,-3.28
130,-0.27,-9.26,-3.26
140,-0.19,-9.19,-3.24
150,-0.27,-9.06,-3.5
160,-0.39,-8.82,-3.9
170,-0.4,-8.42,-4.38
180,-0.44,-7.93,-5.2
190,-0.39,-7.27,-5.94
200,-0.29,-6.47,-6.51
210,0.0,-5.66,-7.21
220,0.1,-4.89,-7.87
230,0.18,-4.11,-8.05
240,0.49,-3.68,-8.87
250,0.71,-3.79,-9.06
260,0.83,-2.67,-10.05
270,1.23,-2.83,-11.07
280,0.62,-2.67,-11.14
290,0.16,-2.2,-10.64
300,-0.16,-1.73,-9.79
310,-0.27,-0.86,-8.18
320,-0.42,-0.01,-5.15
330,-0.14,0.37,-2.05
340,0.61,0.52,1.06
350,1.54,0.5,3.63
360,1.94,0.58,5.62
370,1.36,1.02,7.72
380,0.48,2.26,9.88
390,-0.15,2.78,11.66
400,0.52,1.06,12.99
410,1.77,-1.62,14.71
420,1.1,-4.36,19.64
430,0.39,-3.22,20.52
440,2.29,-2.96,21.54
450,1.23,-2.37,21.79
460,0.5,-0.68,19.85
470,0.61,0.87,18.81
480,0.93,0.79,20.97
490,0.39,-0.01,24.58
500,-0.58,-0.65,27.55
510,-1.62,-1.31,28.3
520,-1.96,-1.63,26.65
530,-1.95,-1.81,23.81
540,-1.53,-1.95,20.09
550,-0.75,-1.79,16.65
560,-0.22,-1.89,14.97
570,-0.24,-2.6,14.84
580,-0.34,-3.21,16.14
590,-0.47,-3.99,17.77
600,-0.82,-4.78,18.61
610,-1.16,-4.99,18.36
620,-1.11,-4.56,17.35
630,-0.74,-3.96,15.84
640,-0.05,-3.35,13.85
650,0.78,-2.84,11.92
660,1.22,-2.77,10.62
670,1.46,-3.3,10.06
680,1.63,-3.78,9.56
690,1.6,-3.79,8.94
700,1.43,-3.5,7.95
710,1.15,-3.15,6.1
720,0.72,-2.6,4.07
730,0.43,-2.1,2.2
740,0.35,-1.96,0.6
750,0.72,-2.23,0.0
760,1.22,-2.37,-0.65
770,1.1,-2.37,-1.39
780,0.88,-2.46,-2.71
790,0.7,-1.73,-4.41
800,0.27,-1.35,-6.14
810,-1.0,-1.42,-6.49
820,0.91,-2.06,-9.39
830,0.33,-1.84,-9.28
840,0.16,-1.64,-10.32
850,0.04,-2.04,-10.43
860,0.17,-2.23,-10.29
870,0.29,-2.33,-10.23
880,0.32,-2.58,-10.35
890,0.29,-2.85,-10.69
900,0.18,-3.21,-10.86
910,0.06,-3.77,-10.63
920,0.02,-4.48,-9.99
930,-0.07,-5.26,-9.14
940,-0.22,-6.0,-8.32
950,-0.46,-6.65,-7.68
960,-0.73,-7.24,-7.02
970,-0.65,-7.74,-6.19
980,-0.58,-7.95,-5.95
990,-1.12,-8.96,-5.19
1000,-1.17,-9.01,-4.7
