timestamp,x,y,z
0,1.33,-9.41,-3.4
10,1.38,-9.4,-3.52
20,1.32,-9.41,-3.55
30,1.18,-9.43,-3.44
40,1.06,-9.46,-3.26
50,0.97,-9.51,-3.06
60,0.97,-9.55,-2.9
70,1.01,-9.58,-2.75
80,0.97,-9.63,-2.72
90,0.9,-9.62,-2.75
100,0.79,-9.6,-2.89
110,0.7,-9.52,-2.95
120,0.68,-9.37,-3.07
130,0.71,-9.22,-3.15
140,0.72,-9.02,-3.25
150,0.83,-8.8,-3.36
160,0.88,-8.5,-3.57
170,0.91,-8.13,-3.92
180,1.01,-7.63,-4.27
190,1.01,-6.99,-4.68
200,0.71,-5.86,-5.25
210,0.52,-4.06,-6.58
220,0.51,-1.87,-8.82
230,-0.51,0.97,-10.7
240,-0.05,3.62,-15.51
250,-1.61,5.8,-17.54
260,0.65,8.09,-22.57
270,0.98,11.22,-24.29
280,1.02,11.12,-22.91
290,-0.18,11.62,-17.94
300,-3.72,10.11,-9.76
310,-6.89,6.85,-2.78
320,-8.18,2.61,1.97
330,-7.32,0.81,6.25
340,-8.08,0.86,8.76
350,-5.16,-0.42,8.26
360,-4.79,0.46,9.46
370,-7.16,-0.09,16.02
380,-10.37,-3.15,25.88
390,-8.94,-6.38,28.18
400,-10.71,-8.03,34.95
410,-8.42,-10.17,37.84
420,-6.97,-8.58,32.93
430,-3.42,-8.88,26.77
440,-2.51,-7.97,21.7
450,-2.75,-6.95,18.38
460,-2.51,-6.42,16.48
470,-1.29,-5.91,15.99
480,-0.28,-5.6,16.21
490,0.17,-5.24,17.25
500,-0.49,-5.32,19.0
510,-1.07,-5.56,20.24
520,-1.73,-6.15,21.16
530,-2.0,-6.28,21.04
540,-2.36,-6.01,20.69
550,-2.39,-5.87,19.97
560,-2.15,-5.63,18.75
570,-1.96,-5.27,17.56
580,-1.94,-5.07,16.63
590,-2.16,-4.82,16.02
600,-2.45,-4.6,15.53
610,-2.97,-4.58,15.53
620,-3.36,-4.49,15.45
630,-3.32,-4.32,15.63
640,-3.21,-4.23,16.24
650,-3.05,-4.07,16.55
660,-3.15,-3.9,16.28
670,-3.57,-4.0,15.91
680,-3.58,-3.91,15.15
690,-3.3,-3.81,14.18
700,-3.23,-3.83,13.5
710,-3.13,-3.87,13.16
720,-3.54,-4.14,12.99
730,-3.44,-4.08,11.76
740,-2.8,-3.56,10.0
750,-2.45,-2.84,7.43
760,-2.04,-2.13,3.73
770,-1.74,-2.23,1.43
780,-2.32,-2.44,0.65
790,-2.37,-2.51,-0.4
800,-1.81,-2.11,-1.68
810,-1.38,-1.31,-3.21
820,-0.93,-0.65,-5.39
830,-0.42,-0.13,-7.43
840,-0.23,0.2,-9.44
850,0.23,0.59,-10.85
860,1.95,0.11,-11.52
870,0.4,0.25,-11.29
880,0.84,-0.68,-11.46
890,1.28,-0.68,-11.69
900,1.4,-1.13,-11.41
910,1.61,-1.63,-11.35
920,1.97,-2.05,-11.21
930,2.4,-2.67,-10.87
940,2.8,-3.39,-10.45
950,2.93,-4.03,-9.73
960,3.0,-4.78,-8.95
970,3.14,-5.45,-8.24
980,2.78,-5.9,-7.57
990,2.43,-7.02,-6.11
1000,2.06,-7.64,-5.4
