timestamp,ax,ay,az,gx,gy,gz
0,0.77,-9.94,-0.34,-0.02,0.14,0.04
10,0.77,-10.01,-0.31,-0.02,0.14,0.01
20,0.79,-10.06,-0.25,-0.02,0.14,-0.03
30,0.83,-10.07,-0.19,-0.01,0.13,-0.07
40,0.86,-10.1,-0.15,0.01,0.1,-0.09
50,0.85,-10.2,-0.14,0.04,0.07,-0.08
60,0.85,-10.44,-0.33,0.04,0.04,-0.04
70,0.89,-10.81,-0.58,0.02,0.02,0.02
80,0.91,-11.22,-0.8,-0.02,0.02,0.08
90,0.91,-11.68,-0.96,-0.06,0.03,0.14
100,0.93,-12.21,-1.13,-0.1,0.04,0.19
110,0.88,-12.73,-1.21,-0.16,0.06,0.23
120,0.88,-13.29,-1.21,-0.24,0.07,0.28
130,0.88,-13.79,-1.17,-0.34,0.06,0.33
140,1.02,-14.24,-1.19,-0.46,0.03,0.36
150,1.11,-14.39,-1.21,-0.59,-0.03,0.37
160,1.13,-14.3,-1.37,-0.67,-0.12,0.4
170,1.12,-14.13,-1.67,-0.69,-0.2,0.46
180,1.34,-13.89,-2.04,-0.68,-0.25,0.54
190,1.44,-13.6,-2.4,-0.66,-0.25,0.64
200,1.59,-13.31,-2.64,-0.6,-0.22,0.77
210,1.68,-13.03,-2.64,-0.64,-0.13,0.92
220,1.81,-12.88,-2.34,-0.76,-0.03,1.06
230,1.91,-12.73,-1.93,-0.89,0.0,1.19
240,2.02,-12.48,-1.45,-1.01,-0.06,1.3
250,2.18,-12.14,-1.24,-1.04,-0.2,1.41
260,2.3,-11.59,-1.26,-0.92,-0.39,1.55
270,2.38,-10.87,-1.32,-0.66,-0.61,1.74
280,2.32,-10.39,-1.44,-0.41,-0.79,2.0
290,2.14,-10.21,-1.72,-0.38,-0.83,2.27
300,1.9,-10.36,-2.17,-0.64,-0.66,2.45
310,1.58,-10.29,-2.3,-1.06,-0.34,2.53
320,1.21,-10.03,-1.97,-1.36,-0.08,2.57
330,1.16,-9.56,-1.5,-1.4,0.0,2.61
340,1.03,-9.09,-0.92,-1.21,-0.09,2.63
350,0.85,-8.76,-0.6,-0.95,-0.34,2.58
360,0.61,-8.37,-0.45,-0.76,-0.64,2.46
370,0.23,-7.97,-0.29,-0.61,-0.91,2.34
380,-0.22,-7.57,-0.34,-0.54,-1.06,2.32
390,-0.62,-7.29,-0.4,-0.52,-1.11,2.42
400,-0.84,-7.04,-0.6,-0.55,-1.04,2.55
410,-1.24,-7.01,-0.58,-0.57,-0.88,2.69
420,-1.49,-6.95,-0.44,-0.59,-0.68,2.86
430,-1.69,-6.84,-0.11,-0.64,-0.48,3.01
440,-1.85,-6.63,0.41,-0.64,-0.4,3.14
450,-1.96,-6.27,0.89,-0.54,-0.47,3.26
460,-2.06,-5.71,1.19,-0.33,-0.67,3.37
470,-2.07,-5.03,1.33,-0.01,-0.97,3.5
480,-2.09,-4.32,1.28,0.33,-1.3,3.65
490,-2.16,-3.5,1.13,0.67,-1.61,3.83
500,-2.3,-2.79,0.92,0.95,-1.9,4.04
510,-2.9,-2.09,0.6,1.14,-2.11,4.28
520,-3.83,-1.68,-0.1,1.21,-2.14,4.54
530,-5.12,-1.84,-0.97,1.14,-1.94,4.73
540,-6.34,-2.27,-1.8,0.9,-1.49,4.73
550,-7.45,-2.61,-2.07,0.62,-0.98,4.47
560,-8.47,-2.81,-1.45,0.45,-0.6,4.0
570,-9.05,-2.67,-0.55,0.47,-0.47,3.45
580,-9.23,-2.59,0.2,0.68,-0.57,2.89
590,-9.13,-2.16,0.49,0.88,-0.73,2.42
600,-9.16,-1.43,0.75,0.92,-0.83,2.1
610,-9.75,-0.67,1.13,0.78,-0.91,1.95
620,-10.44,-0.35,1.34,0.48,-0.98,1.91
630,-11.1,-0.74,1.28,0.13,-0.98,1.79
640,-11.68,-1.2,1.4,-0.11,-0.92,1.52
650,-11.97,-1.49,1.62,-0.17,-0.86,1.14
660,-12.03,-1.53,1.76,-0.11,-0.84,0.77
670,-11.7,-1.37,1.62,0.04,-0.85,0.46
680,-11.31,-1.15,1.24,0.12,-0.78,0.27
690,-10.84,-1.07,1.03,0.09,-0.62,0.22
700,-10.39,-1.09,1.06,0.06,-0.49,0.22
710,-9.95,-1.23,1.04,0.04,-0.38,0.24
720,-9.64,-1.37,1.07,0.01,-0.31,0.26
730,-9.48,-1.65,1.03,0.0,-0.27,0.26
740,-9.5,-1.87,0.93,-0.02,-0.23,0.24
750,-9.52,-2.01,0.87,-0.02,-0.22,0.19
760,-9.56,-2.03,0.79,0.01,-0.22,0.12
770,-9.57,-2.16,0.62,0.1,-0.21,0.06
780,-9.54,-2.32,0.4,0.18,-0.14,0.01
790,-9.5,-2.39,0.42,0.24,-0.04,-0.04
800,-9.31,-2.31,0.62,0.27,0.06,-0.07
810,-9.15,-2.23,0.92,0.24,0.1,-0.05
820,-8.88,-2.2,1.3,0.17,0.08,0.03
830,-8.75,-2.27,1.6,0.08,0.0,0.11
840,-8.78,-2.36,1.72,0.02,-0.1,0.17
850,-8.88,-2.48,1.69,0.01,-0.18,0.2
860,-9.1,-2.65,1.55,0.06,-0.2,0.19
870,-9.22,-2.78,1.38,0.1,-0.19,0.15
880,-9.28,-2.75,1.31,0.14,-0.15,0.08
890,-9.21,-2.63,1.25,0.16,-0.08,0.05
900,-9.09,-2.56,1.28,0.14,-0.02,0.05
910,-8.94,-2.64,1.36,0.1,0.01,0.07
920,-8.81,-2.72,1.46,0.05,0.01,0.09
930,-8.71,-2.77,1.62,-0.01,-0.02,0.1
940,-8.77,-2.63,1.8,-0.07,-0.08,0.11
950,-8.89,-2.52,1.83,-0.07,-0.16,0.11
960,-9.1,-2.54,1.62,-0.03,-0.21,0.1
970,-9.22,-2.58,1.36,0.01,-0.2,0.07
980,-9.28,-2.66,1.13,0.04,-0.13,0.03
990,-9.29,-2.69,0.98,0.07,-0.05,-0.02
