timestamp,x,y,z
0,-1.53,-9.21,1.22
10,-1.5,-9.27,1.37
20,-1.47,-9.42,1.54
30,-1.41,-9.47,1.56
40,-1.37,-9.45,1.54
50,-1.38,-9.46,1.53
60,-1.36,-9.44,1.57
70,-1.37,-9.37,1.53
80,-1.42,-9.31,1.53
90,-1.52,-9.33,1.6
100,-1.61,-9.33,1.64
110,-1.69,-9.28,1.6
120,-1.74,-9.21,1.53
130,-1.75,-9.17,1.52
140,-1.69,-9.09,1.4
150,-1.59,-8.97,1.33
160,-1.5,-8.87,1.27
170,-1.56,-8.79,1.32
180,-1.71,-8.66,1.21
190,-1.85,-8.56,1.11
200,-2.0,-8.48,1.07
210,-2.08,-8.49,1.23
220,-2.19,-8.55,1.27
230,-2.41,-8.58,1.09
240,-2.47,-8.69,1.22
250,-2.45,-8.83,1.26
260,-2.33,-8.96,1.23
270,-2.38,-9.1,1.33
280,-2.34,-9.17,1.43
290,-2.28,-9.21,1.52
300,-2.25,-9.31,1.5
310,-2.33,-9.42,1.54
320,-2.68,-9.39,1.63
330,-3.37,-9.61,1.0
340,-4.79,-9.27,-1.25
350,-2.87,-9.44,0.27
360,-2.47,-9.37,1.28
370,-2.76,-9.14,2.04
380,-2.46,-9.14,2.44
390,-1.91,-9.11,2.48
400,-1.29,-9.25,2.2
410,-0.83,-9.24,2.91
420,-1.04,-9.92,3.31
430,-1.97,-10.54,3.74
440,-3.29,-10.38,3.0
450,-4.17,-9.34,1.64
460,-3.82,-8.47,0.59
470,-3.04,-8.34,0.51
480,-2.29,-8.5,1.02
490,-1.17,-8.51,2.01
500,-0.39,-8.84,1.96
510,-0.74,-9.71,1.23
520,-0.63,-11.07,3.52
530,-0.69,-11.56,3.12
540,-2.13,-10.01,2.86
550,-1.8,-9.95,2.89
560,-0.48,-10.97,2.26
570,0.27,-11.33,0.67
580,0.16,-10.32,0.74
590,0.07,-9.22,1.07
600,0.05,-8.01,2.1
610,-0.59,-7.47,3.4
620,-1.29,-7.07,3.15
630,-2.17,-6.73,2.12
640,-2.69,-6.73,1.7
650,-2.7,-7.15,1.54
660,-2.26,-7.05,1.6
670,0.65,-6.58,2.73
680,2.9,-6.68,4.95
690,3.59,-6.96,5.83
700,2.91,-7.65,5.08
710,0.91,-9.11,2.78
720,0.87,-11.14,3.16
730,1.56,-13.07,2.86
740,2.02,-12.76,2.07
750,3.25,-11.96,1.64
760,5.44,-11.21,1.08
770,7.03,-10.97,-0.16
780,7.2,-10.52,-1.35
790,6.23,-9.99,-1.88
800,4.87,-9.54,-1.7
810,4.0,-9.6,-0.6
820,3.34,-9.81,0.0
830,3.33,-10.11,0.81
840,3.74,-10.42,1.41
850,4.11,-10.66,1.37
860,4.27,-10.57,1.59
870,4.52,-10.09,2.29
880,4.56,-8.62,3.08
890,4.66,-8.36,2.9
900,4.52,-8.26,2.06
910,4.45,-8.77,0.54
920,3.95,-9.35,-0.73
930,4.05,-10.29,-1.9
940,4.31,-10.9,-2.29
950,4.64,-11.17,-2.32
960,5.08,-10.63,-1.68
970,5.06,-9.89,-1.07
980,4.93,-8.81,-0.57
990,4.78,-7.8,-0.22
1000,4.5,-8.01,-0.62
