timestamp,ax,ay,az,gx,gy,gz
0,0.61,-10.48,0.88,-0.11,-0.03,-0.01
10,0.68,-10.61,0.87,-0.13,-0.04,-0.02
20,0.76,-10.76,0.84,-0.15,-0.04,-0.02
30,0.75,-10.98,0.85,-0.16,-0.05,-0.03
40,0.77,-11.18,0.86,-0.18,-0.06,-0.06
50,0.8,-11.34,0.89,-0.2,-0.05,-0.1
60,0.87,-11.44,0.84,-0.22,-0.04,-0.12
70,0.95,-11.55,0.87,-0.25,-0.03,-0.14
80,1.04,-11.7,0.91,-0.27,-0.04,-0.15
90,1.09,-11.83,0.88,-0.29,-0.06,-0.15
100,1.07,-12.03,0.88,-0.32,-0.1,-0.15
110,1.01,-12.22,0.87,-0.33,-0.13,-0.14
120,0.92,-12.43,0.85,-0.35,-0.15,-0.15
130,0.72,-12.6,0.83,-0.39,-0.15,-0.17
140,0.78,-12.76,0.68,-0.44,-0.14,-0.21
150,0.72,-12.81,0.58,-0.53,-0.09,-0.26
160,0.61,-12.81,0.49,-0.62,-0.06,-0.29
170,0.68,-12.78,0.33,-0.73,-0.04,-0.3
180,0.64,-12.72,0.23,-0.85,-0.04,-0.32
190,0.71,-12.59,0.01,-0.98,-0.05,-0.35
200,0.55,-12.46,-0.0,-1.12,-0.06,-0.38
210,0.56,-12.28,-0.15,-1.26,-0.07,-0.39
220,0.71,-12.02,-0.4,-1.44,-0.04,-0.37
230,0.89,-11.81,-0.53,-1.67,0.07,-0.28
240,0.97,-11.58,-0.57,-1.94,0.2,-0.15
250,0.98,-11.33,-0.61,-2.22,0.32,0.01
260,0.99,-11.07,-0.71,-2.51,0.41,0.19
270,0.87,-10.86,-0.82,-2.76,0.47,0.4
280,0.73,-10.73,-0.95,-2.96,0.48,0.56
290,0.57,-10.59,-1.22,-3.12,0.48,0.63
300,0.36,-10.33,-1.49,-3.26,0.52,0.65
310,0.19,-10.09,-1.67,-3.44,0.64,0.68
320,0.22,-9.82,-1.82,-3.62,0.79,0.72
330,0.18,-9.51,-2.0,-3.81,0.94,0.8
340,0.32,-9.3,-2.1,-4.07,1.08,0.96
350,0.5,-8.96,-2.35,-4.3,1.2,1.14
360,0.45,-8.8,-2.59,-4.47,1.27,1.34
370,0.46,-8.74,-2.82,-4.58,1.3,1.46
380,0.45,-8.71,-3.06,-4.61,1.28,1.45
390,0.39,-8.59,-3.28,-4.54,1.2,1.35
400,0.36,-8.25,-3.67,-4.43,1.14,1.22
410,0.39,-7.82,-4.1,-4.38,1.17,1.17
420,0.45,-7.31,-4.36,-4.4,1.28,1.24
430,0.7,-6.73,-4.49,-4.47,1.4,1.42
440,1.01,-6.28,-4.59,-4.56,1.48,1.71
450,1.33,-5.86,-4.51,-4.64,1.47,2.02
460,1.66,-5.46,-4.37,-4.63,1.31,2.25
470,1.85,-4.88,-4.31,-4.5,1.0,2.35
480,1.9,-4.22,-4.34,-4.3,0.6,2.38
490,1.96,-3.6,-4.43,-4.02,0.17,2.38
500,1.7,-3.08,-4.56,-3.7,-0.2,2.33
510,1.31,-2.83,-4.88,-3.44,-0.44,2.2
520,1.02,-2.5,-5.14,-3.29,-0.51,1.96
530,0.89,-2.28,-5.34,-3.21,-0.47,1.7
540,1.02,-1.73,-5.73,-3.14,-0.39,1.5
550,1.17,-1.12,-6.26,-3.04,-0.27,1.43
560,1.19,-0.58,-6.81,-2.9,-0.21,1.49
570,1.07,-0.26,-7.43,-2.77,-0.23,1.59
580,0.3,-0.03,-8.06,-2.62,-0.35,1.66
590,-0.84,-0.1,-8.78,-2.46,-0.54,1.67
600,-1.96,-0.34,-9.51,-2.27,-0.72,1.6
610,-2.99,-0.7,-10.3,-2.06,-0.84,1.42
620,-3.89,-1.1,-10.97,-1.85,-0.89,1.14
630,-4.57,-1.36,-11.51,-1.63,-0.88,0.81
640,-5.01,-1.5,-11.89,-1.41,-0.84,0.51
650,-5.29,-1.48,-12.34,-1.21,-0.79,0.27
660,-5.44,-1.36,-12.95,-1.04,-0.71,0.15
670,-5.37,-1.12,-13.44,-0.88,-0.57,0.11
680,-5.24,-1.02,-13.61,-0.71,-0.4,0.13
690,-4.9,-0.98,-13.53,-0.54,-0.27,0.16
