timestamp,ax,ay,az,gx,gy,gz
0,0.12,-10.26,-0.82,0.01,-0.12,0.1
10,0.08,-10.39,-0.81,0.0,-0.08,0.05
20,0.02,-10.51,-0.77,0.0,-0.04,0.01
30,-0.03,-10.58,-0.74,-0.02,-0.01,0.01
40,-0.12,-10.67,-0.73,-0.05,0.01,0.02
50,-0.14,-10.75,-0.8,-0.09,0.0,0.04
60,-0.13,-10.81,-0.96,-0.14,-0.0,0.05
70,-0.11,-10.73,-1.13,-0.17,0.0,0.05
80,-0.2,-10.64,-1.27,-0.19,0.01,0.06
90,-0.14,-10.6,-1.56,-0.2,0.02,0.07
100,-0.05,-10.59,-1.75,-0.21,0.05,0.08
110,-0.04,-10.62,-1.77,-0.21,0.07,0.08
120,-0.03,-10.73,-1.76,-0.21,0.07,0.06
130,-0.01,-10.81,-1.75,-0.21,0.05,0.06
140,0.03,-10.86,-1.77,-0.22,0.02,0.07
150,0.01,-10.88,-1.85,-0.25,-0.01,0.09
160,0.05,-10.96,-1.92,-0.3,-0.06,0.12
170,0.26,-11.01,-2.08,-0.34,-0.09,0.19
180,0.29,-10.98,-2.03,-0.38,-0.09,0.26
190,0.31,-11.03,-1.92,-0.42,-0.1,0.35
200,0.36,-11.1,-1.97,-0.47,-0.1,0.43
210,0.43,-11.1,-1.9,-0.52,-0.1,0.5
220,0.33,-11.19,-1.86,-0.57,-0.1,0.55
230,0.35,-11.26,-1.78,-0.61,-0.12,0.57
240,0.37,-11.21,-1.77,-0.61,-0.16,0.57
250,0.36,-10.88,-1.88,-0.57,-0.21,0.58
260,0.48,-10.36,-2.01,-0.48,-0.24,0.66
270,0.63,-9.82,-2.11,-0.4,-0.23,0.83
280,0.78,-9.28,-1.98,-0.36,-0.23,1.04
290,0.72,-8.9,-1.47,-0.36,-0.32,1.25
300,0.69,-8.6,-1.14,-0.39,-0.52,1.43
310,0.71,-8.2,-1.4,-0.41,-0.73,1.59
320,0.38,-7.69,-1.82,-0.37,-0.86,1.81
