timestamp,x,y,z
0,-0.06,-9.97,-1.17
10,0.01,-9.91,-1.29
20,0.01,-9.84,-1.41
30,-0.07,-9.81,-1.49
40,-0.21,-9.85,-1.42
50,-0.35,-9.93,-1.4
60,-0.4,-10.04,-1.27
70,-0.46,-10.18,-1.1
80,-0.44,-10.25,-1.07
90,-0.37,-10.31,-1.07
100,-0.34,-10.39,-1.08
110,-0.35,-10.42,-1.09
120,-0.38,-10.4,-1.13
130,-0.41,-10.32,-1.19
140,-0.44,-10.24,-1.3
150,-0.43,-10.15,-1.44
160,-0.43,-10.08,-1.49
170,-0.52,-9.91,-1.73
180,-0.67,-9.72,-2.07
190,-0.75,-9.38,-2.24
200,-1.08,-9.23,-2.41
210,-1.07,-9.09,-2.4
220,-0.81,-9.16,-2.07
230,-0.6,-9.48,-1.33
240,0.12,-9.9,-0.81
250,0.55,-9.73,-1.03
260,0.93,-9.15,-1.19
270,1.58,-8.54,-1.71
280,2.05,-7.5,-2.08
290,2.86,-6.62,-2.41
300,3.57,-6.17,-2.93
310,4.43,-5.26,-3.08
320,5.19,-4.73,-2.36
330,6.01,-4.51,-1.36
340,6.36,-3.89,-0.77
350,6.61,-3.34,-0.77
360,6.69,-2.79,-0.76
370,7.31,-2.21,-0.93
380,7.85,-1.98,-1.2
390,8.42,-1.61,-1.18
400,8.67,-1.21,-0.55
410,8.87,-0.91,0.84
420,9.21,-0.99,1.94
430,9.72,-0.73,2.7
440,10.77,-0.67,3.66
450,12.0,-1.09,3.91
460,13.46,-1.24,4.14
470,14.79,-1.69,3.48
480,15.68,-1.82,2.77
490,15.33,-1.74,2.33
500,14.25,-1.29,2.36
510,12.92,-0.67,2.58
520,11.55,0.06,2.35
530,10.79,0.42,2.28
540,10.61,0.53,2.23
550,10.9,0.11,2.04
560,11.38,-0.31,1.91
570,11.62,-0.51,1.77
580,11.56,-0.65,1.68
590,11.22,-0.56,1.54
600,10.77,-0.31,1.39
610,10.43,-0.13,1.45
620,10.22,-0.04,1.5
630,10.07,0.03,1.49
640,10.01,0.12,1.41
650,9.99,0.11,1.39
660,9.98,0.08,1.33
670,9.95,0.05,1.15
680,9.97,0.06,1.02
690,10.03,-0.07,1.0
700,10.14,-0.16,1.08
710,10.23,-0.14,1.13
720,10.23,-0.06,1.19
730,10.08,0.1,1.24
740,9.89,0.23,1.24
750,9.7,0.3,1.22
760,9.63,0.19,1.3
770,9.68,0.05,1.32
780,9.76,-0.06,1.3
790,9.94,-0.21,1.28
800,10.06,-0.21,1.17
810,10.15,-0.09,1.13
820,10.13,0.07,1.0
830,10.0,0.19,0.93
840,9.9,0.22,0.86
850,9.79,0.25,0.86
860,9.73,0.17,1.03
870,9.69,0.06,1.16
880,9.66,0.03,1.1
890,9.71,0.04,1.07
900,9.84,0.06,1.04
910,9.92,0.14,0.89
920,10.0,0.18,0.78
930,10.06,0.13,0.78
940,10.09,0.06,0.76
950,10.09,-0.03,0.86
960,10.06,-0.13,0.99
970,10.02,-0.13,0.98
980,9.92,-0.13,1.0
990,9.82,-0.07,1.05
1000,9.76,0.01,0.97
