timestamp,ax,ay,az,gx,gy,gz
0,-1.27,-12.01,1.86,-0.64,0.07,0.26
10,-1.3,-12.04,1.79,-0.7,-0.05,0.3
20,-1.37,-12.12,1.62,-0.74,-0.21,0.3
30,-1.47,-12.32,1.37,-0.75,-0.36,0.28
40,-1.44,-12.57,1.0,-0.75,-0.46,0.27
50,-1.19,-12.8,0.56,-0.73,-0.49,0.25
60,-0.79,-13.07,0.16,-0.72,-0.46,0.22
70,-0.44,-13.3,-0.03,-0.73,-0.37,0.2
80,-0.22,-13.53,0.06,-0.76,-0.24,0.21
90,-0.04,-13.65,0.1,-0.82,-0.14,0.26
100,0.02,-13.71,0.24,-0.92,-0.11,0.34
110,0.07,-13.64,0.3,-1.05,-0.15,0.43
120,0.2,-13.45,0.18,-1.18,-0.25,0.53
130,0.42,-13.16,-0.05,-1.32,-0.38,0.62
140,0.62,-12.84,-0.29,-1.45,-0.51,0.71
150,0.65,-12.46,-0.53,-1.55,-0.59,0.79
160,0.59,-12.12,-0.75,-1.63,-0.65,0.87
170,0.61,-11.57,-1.14,-1.71,-0.68,0.94
180,0.61,-11.08,-1.33,-1.77,-0.69,0.98
190,0.56,-10.52,-1.4,-1.8,-0.7,0.97
200,0.64,-9.91,-1.55,-1.81,-0.72,0.94
210,0.93,-9.42,-1.58,-1.76,-0.74,0.87
220,1.19,-8.69,-1.64,-1.62,-0.74,0.78
230,1.63,-7.66,-1.88,-1.39,-0.7,0.73
240,2.07,-6.67,-2.09,-1.06,-0.6,0.78
250,2.21,-5.67,-2.04,-0.71,-0.54,0.99
260,2.15,-4.73,-1.83,-0.38,-0.58,1.34
270,2.13,-3.97,-1.71,-0.14,-0.72,1.8
280,1.98,-3.47,-1.56,-0.0,-0.97,2.33
290,1.62,-3.13,-1.39,0.03,-1.3,2.84
300,0.99,-2.97,-1.19,0.02,-1.62,3.28
310,0.52,-2.92,-1.07,0.09,-1.83,3.69
320,0.1,-3.02,-0.94,0.26,-1.9,4.01
330,-0.22,-3.25,-0.56,0.53,-1.86,4.28
340,-0.39,-3.59,-0.16,0.82,-1.76,4.48
350,-0.51,-3.8,0.17,1.03,-1.65,4.58
360,-0.78,-3.98,0.6,1.1,-1.59,4.59
370,-1.13,-4.0,0.96,1.01,-1.61,4.53
380,-1.43,-3.86,1.24,0.83,-1.68,4.42
390,-1.81,-3.4,1.42,0.6,-1.8,4.27
400,-1.96,-3.03,1.58,0.43,-1.94,4.11
410,-2.12,-2.58,1.62,0.39,-2.07,3.94
420,-2.42,-1.93,1.83,0.47,-2.16,3.81
430,-2.77,-1.45,2.12,0.68,-2.18,3.75
440,-3.09,-1.23,2.34,0.9,-2.12,3.76
450,-3.53,-1.02,2.56,1.05,-1.97,3.84
460,-4.07,-0.78,2.95,1.07,-1.78,3.95
470,-4.94,-0.67,3.54,0.94,-1.62,4.09
480,-6.08,-0.68,4.15,0.67,-1.56,4.22
490,-7.11,-0.8,4.5,0.33,-1.63,4.29
500,-7.99,-0.91,4.68,0.02,-1.76,4.26
510,-8.81,-0.83,4.66,-0.16,-1.91,4.14
520,-9.46,-1.15,4.57,-0.13,-2.01,3.94
530,-10.09,-1.66,4.39,0.01,-1.98,3.71
540,-10.52,-1.91,4.06,0.17,-1.79,3.44
550,-10.97,-1.72,3.83,0.26,-1.49,3.16
560,-11.65,-1.49,3.99,0.23,-1.16,2.91
570,-12.29,-1.49,4.36,0.1,-0.93,2.67
580,-12.7,-1.6,4.61,-0.07,-0.85,2.42
590,-12.77,-1.65,4.57,-0.24,-0.87,2.11
600,-12.68,-1.58,4.36,-0.35,-0.89,1.75
610,-12.6,-1.26,4.08,-0.37,-0.9,1.34
620,-12.49,-0.97,3.83,-0.26,-0.89,0.95
630,-12.36,-0.8,3.72,-0.11,-0.82,0.63
640,-12.2,-0.58,3.6,0.05,-0.69,0.4
650,-12.02,-0.44,3.47,0.15,-0.51,0.25
660,-11.71,-0.34,3.32,0.18,-0.35,0.18
670,-11.27,-0.24,3.37,0.14,-0.21,0.14
680,-10.82,-0.23,3.54,0.08,-0.14,0.11
690,-10.31,-0.25,3.73,0.01,-0.13,0.07
700,-9.93,-0.3,3.86,-0.02,-0.16,0.01
710,-9.73,-0.31,3.9,-0.02,-0.2,-0.05
720,-9.59,-0.4,3.95,0.01,-0.2,-0.1
730,-9.38,-0.55,3.94,0.07,-0.15,-0.12
740,-9.22,-0.52,3.93,0.13,-0.05,-0.13
750,-9.09,-0.47,3.93,0.22,0.07,-0.12
760,-8.95,-0.53,3.88,0.29,0.18,-0.09
770,-8.88,-0.55,3.88,0.31,0.28,-0.04
780,-8.81,-0.56,3.98,0.28,0.35,0.01
790,-8.78,-0.56,4.11,0.21,0.35,0.05
800,-8.76,-0.65,4.39,0.11,0.29,0.05
810,-8.71,-0.79,4.62,-0.01,0.18,0.03
820,-8.66,-0.91,4.72,-0.1,0.04,-0.03
830,-8.71,-0.94,4.61,-0.15,-0.05,-0.1
840,-8.77,-0.84,4.46,-0.14,-0.1,-0.18
850,-8.75,-0.94,4.22,-0.06,-0.1,-0.23
860,-8.71,-0.9,3.9,0.02,-0.03,-0.24
870,-8.66,-0.79,3.72,0.1,0.06,-0.24
880,-8.58,-0.72,3.56,0.15,0.15,-0.22
890,-8.51,-0.63,3.58,0.14,0.21,-0.18
900,-8.38,-0.58,3.69,0.08,0.22,-0.15
910,-8.27,-0.54,3.89,0.0,0.18,-0.14
920,-8.19,-0.63,4.02,-0.08,0.1,-0.14
930,-8.17,-0.71,4.08,-0.14,0.03,-0.15
940,-8.19,-0.7,4.04,-0.18,-0.03,-0.17
950,-8.25,-0.63,3.95,-0.19,-0.05,-0.19
960,-8.38,-0.61,3.87,-0.16,-0.03,-0.21
970,-8.47,-0.74,3.68,-0.11,0.04,-0.23
980,-8.47,-0.84,3.61,-0.06,0.12,-0.25
990,-8.4,-0.82,3.61,-0.04,0.18,-0.28
