timestamp,x,y,z
0,0.52,-10.08,-0.9
10,0.57,-10.12,-0.93
20,0.63,-10.24,-0.88
30,0.65,-10.38,-0.91
40,0.67,-10.43,-0.91
50,0.6,-10.43,-0.84
60,0.57,-10.44,-0.74
70,0.5,-10.52,-0.68
80,0.4,-10.6,-0.55
90,0.31,-10.64,-0.54
100,0.29,-10.58,-0.59
110,0.24,-10.54,-0.7
120,0.23,-10.45,-0.79
130,0.24,-10.37,-0.92
140,0.25,-10.27,-0.95
150,0.25,-10.1,-1.05
160,0.26,-10.04,-0.95
170,0.22,-10.02,-1.02
180,0.18,-10.02,-0.98
190,0.18,-10.04,-0.99
200,0.12,-9.99,-1.11
210,0.06,-9.9,-1.18
220,0.09,-9.91,-1.17
230,0.15,-9.92,-1.18
240,0.22,-9.96,-1.16
250,0.32,-10.04,-1.1
260,0.37,-10.08,-1.15
270,0.36,-10.02,-1.06
280,0.3,-10.06,-1.13
290,0.36,-10.01,-1.07
300,0.46,-10.08,-0.78
310,0.72,-10.37,-0.52
320,1.25,-10.58,-0.29
330,1.29,-10.93,0.03
340,1.1,-11.12,-0.3
350,0.39,-10.76,-0.77
360,-0.83,-9.59,-1.34
370,-2.36,-7.89,-1.79
380,-3.39,-6.69,-1.86
390,-4.4,-5.78,-1.75
400,-4.7,-5.6,-1.48
410,-4.7,-6.01,-1.18
420,-3.85,-6.4,-1.63
430,-3.76,-6.57,-1.93
440,-4.21,-6.09,-2.87
450,-4.8,-4.9,-4.17
460,-5.82,-3.03,-5.28
470,-8.44,-1.63,-4.9
480,-8.63,-1.82,-4.5
490,-9.86,-1.69,-3.71
500,-10.41,-2.42,-3.05
510,-10.47,-2.52,-2.55
520,-10.04,-2.72,-2.68
530,-9.27,-2.5,-3.45
540,-8.98,-2.52,-3.68
550,-9.13,-2.37,-3.79
560,-9.42,-2.22,-3.89
570,-9.89,-2.02,-3.76
580,-10.17,-2.02,-3.43
590,-10.12,-2.1,-3.25
600,-9.79,-2.19,-3.34
610,-9.34,-2.12,-3.63
620,-9.0,-1.96,-3.89
630,-8.74,-1.77,-4.08
640,-8.66,-1.54,-4.25
650,-8.74,-1.4,-4.28
660,-8.83,-1.33,-4.15
670,-8.84,-1.31,-4.0
680,-9.05,-1.43,-3.67
690,-9.29,-1.37,-3.45
700,-9.37,-1.23,-3.56
710,-9.39,-1.1,-3.66
720,-9.32,-1.22,-3.76
730,-9.35,-1.29,-3.77
740,-9.36,-1.32,-3.83
750,-9.28,-1.41,-3.79
760,-9.15,-1.4,-3.79
770,-9.05,-1.38,-3.7
780,-9.12,-1.33,-3.49
790,-9.21,-1.24,-3.34
800,-9.13,-1.08,-3.44
810,-9.0,-0.82,-3.72
820,-8.96,-0.59,-3.86
830,-9.02,-0.45,-3.94
840,-9.06,-0.55,-3.91
850,-9.13,-0.72,-3.82
860,-9.18,-0.68,-3.75
870,-9.21,-0.63,-3.76
880,-9.25,-0.61,-3.73
890,-9.28,-0.51,-3.73
900,-9.42,-0.38,-3.72
910,-9.51,-0.26,-3.72
920,-9.55,-0.2,-3.69
930,-9.46,-0.25,-3.71
940,-9.39,-0.4,-3.67
950,-9.3,-0.54,-3.59
960,-9.24,-0.61,-3.51
970,-9.13,-0.64,-3.48
980,-9.08,-0.55,-3.51
990,-9.21,-0.44,-3.48
1000,-9.34,-0.4,-3.41
