timestamp,x,y,z
0,-2.12,-9.48,1.66
10,-2.18,-9.62,1.7
20,-2.23,-9.78,1.71
30,-2.26,-9.98,1.76
40,-2.26,-10.24,1.85
50,-2.23,-10.56,1.84
60,-2.21,-10.81,1.74
70,-2.23,-11.01,1.74
80,-2.27,-11.31,1.81
90,-2.35,-11.66,1.78
100,-2.47,-11.93,1.77
110,-2.57,-12.16,1.82
120,-2.62,-12.27,1.78
130,-2.6,-12.32,1.56
140,-2.53,-12.3,1.45
150,-2.48,-12.36,1.48
160,-2.37,-12.4,1.52
170,-2.22,-12.41,1.66
180,-2.02,-12.45,1.68
190,-1.82,-12.45,1.65
200,-1.61,-12.49,1.57
210,-1.52,-12.53,1.38
220,-1.38,-12.5,1.44
230,-1.31,-12.53,1.21
240,-1.21,-12.43,1.11
250,-1.09,-12.21,1.11
260,-1.08,-12.22,1.24
270,-1.1,-12.36,1.41
280,-1.12,-12.58,1.59
290,-1.15,-12.81,1.83
300,-1.14,-12.77,1.96
310,-1.09,-12.54,1.96
320,-1.06,-12.23,2.02
330,-1.1,-11.87,1.89
340,-1.22,-11.58,1.61
350,-1.37,-11.48,1.47
360,-1.49,-11.42,1.48
370,-1.46,-11.33,1.56
380,-1.29,-11.26,1.74
390,-0.98,-11.09,1.84
400,-0.66,-10.75,1.75
410,-0.35,-10.23,1.69
420,-0.22,-9.77,1.4
430,-0.34,-9.45,0.96
440,-0.65,-9.32,0.59
450,-0.89,-9.21,0.34
460,-0.91,-8.91,0.05
470,-0.69,-8.52,-0.14
480,-0.36,-8.19,-0.32
490,-0.12,-8.04,-0.44
500,0.06,-7.99,-0.62
510,0.18,-7.94,-0.87
520,0.22,-7.87,-1.01
530,0.22,-7.88,-1.28
540,0.16,-7.71,-1.61
550,0.22,-7.52,-1.86
560,0.31,-7.24,-2.15
570,0.51,-6.96,-2.45
580,0.69,-6.81,-2.75
590,0.88,-6.71,-3.02
600,1.01,-6.74,-3.09
610,1.1,-6.8,-3.18
620,1.13,-6.7,-3.29
630,1.12,-6.58,-3.36
640,1.23,-6.29,-3.61
650,1.39,-6.11,-3.88
660,1.65,-6.0,-4.16
670,1.91,-6.01,-4.62
680,2.16,-5.96,-4.82
690,2.44,-5.84,-4.93
700,2.57,-5.97,-5.03
710,2.74,-5.87,-4.84
720,2.92,-5.8,-4.53
730,3.02,-5.78,-4.55
740,3.16,-5.47,-4.65
750,3.28,-5.04,-4.77
760,3.56,-4.53,-5.03
770,3.91,-3.88,-5.25
780,4.15,-3.52,-5.49
790,4.2,-3.3,-5.58
800,4.2,-3.35,-5.36
810,4.14,-3.46,-4.96
820,3.98,-3.27,-4.8
830,3.84,-2.87,-4.82
840,3.68,-2.27,-5.15
850,3.71,-1.74,-5.57
860,3.92,-1.21,-5.94
870,4.22,-1.01,-6.17
880,4.49,-1.07,-6.26
890,4.63,-1.17,-6.06
900,4.84,-1.6,-5.62
910,4.99,-1.85,-5.34
920,4.93,-1.95,-5.32
930,4.79,-2.03,-5.47
940,4.71,-1.84,-5.6
950,4.76,-1.48,-5.91
960,4.71,-0.99,-6.39
970,4.95,-0.4,-6.82
980,5.29,0.06,-7.19
990,5.72,0.1,-7.12
1000,6.21,-0.24,-6.74
