timestamp,x,y,z
0,0.33,-10.54,-1.68
10,0.15,-10.63,-1.62
20,0.04,-10.75,-1.49
30,0.01,-10.94,-1.37
40,0.07,-11.02,-1.26
50,0.12,-11.16,-1.19
60,0.09,-11.15,-1.32
70,0.34,-10.78,-1.6
80,0.73,-10.41,-1.91
90,0.88,-10.52,-2.17
100,0.75,-10.75,-2.08
110,0.58,-11.0,-2.04
120,0.58,-11.17,-1.92
130,0.68,-11.33,-1.9
140,0.62,-11.41,-1.75
150,0.4,-11.51,-1.87
160,0.23,-10.97,-2.15
170,0.51,-9.92,-2.45
180,0.97,-9.3,-2.58
190,1.2,-9.66,-2.5
200,1.25,-10.11,-2.27
210,1.36,-10.36,-2.09
220,1.71,-10.24,-1.94
230,1.89,-10.17,-1.77
240,1.88,-9.98,-1.88
250,1.76,-9.5,-2.17
260,1.67,-9.08,-2.42
270,1.93,-8.54,-2.62
280,2.54,-8.11,-2.91
290,3.06,-7.95,-2.99
300,3.62,-7.86,-3.28
310,4.07,-7.7,-3.64
320,4.49,-7.3,-4.01
330,4.74,-7.01,-4.45
340,4.75,-6.87,-4.52
350,4.56,-6.81,-4.44
360,4.5,-6.49,-4.56
370,4.7,-6.22,-4.7
380,4.98,-6.21,-4.81
390,5.12,-6.65,-4.88
400,5.29,-6.91,-4.83
410,5.44,-6.92,-4.95
420,5.53,-6.37,-5.23
430,5.49,-5.77,-5.32
440,5.43,-5.15,-5.38
450,5.43,-4.59,-5.38
460,5.51,-4.33,-5.33
470,5.51,-4.23,-5.19
480,5.49,-4.31,-5.11
490,5.48,-4.37,-5.28
500,5.57,-4.18,-5.42
510,5.64,-4.04,-5.36
520,5.72,-3.68,-5.18
530,5.74,-2.93,-5.29
540,5.77,-1.83,-5.8
550,6.01,-1.14,-6.28
560,6.21,-1.17,-6.49
570,6.43,-1.27,-6.65
580,6.82,-1.34,-6.74
590,7.21,-1.45,-6.52
600,7.45,-1.55,-6.39
610,7.44,-1.4,-6.31
620,7.11,-1.18,-6.23
630,6.57,-0.93,-6.14
640,6.03,-0.54,-6.24
650,5.7,-0.11,-6.39
660,5.84,0.44,-6.37
670,6.19,0.47,-6.05
680,6.65,0.24,-5.72
690,7.04,0.25,-5.49
700,7.15,0.38,-5.45
710,6.82,0.8,-5.65
720,6.16,1.17,-5.82
730,5.46,1.69,-5.68
740,4.88,1.96,-5.57
750,4.99,1.92,-5.09
760,5.46,1.38,-4.41
770,6.14,0.83,-4.41
780,7.07,0.4,-4.34
790,7.64,0.17,-4.4
800,7.71,0.35,-4.62
810,7.36,0.49,-4.57
820,6.84,1.02,-4.72
830,7.0,1.25,-4.45
840,7.57,1.24,-4.02
850,8.45,0.83,-3.82
860,9.17,0.01,-3.9
870,9.7,-0.59,-3.97
880,10.15,-1.38,-4.42
890,10.48,-1.8,-4.74
900,10.58,-1.18,-4.98
910,10.35,-0.28,-5.1
920,10.25,0.64,-4.78
930,10.55,0.82,-4.42
940,11.05,0.62,-4.04
950,11.44,0.03,-4.03
960,11.83,-0.47,-4.17
970,12.09,-0.79,-4.31
980,12.29,-0.52,-4.45
990,12.28,0.12,-4.29
1000,12.59,0.26,-4.09
