timestamp,x,y,z
0,-0.34,-9.89,-1.44
10,-0.34,-9.9,-1.47
20,-0.37,-9.89,-1.45
30,-0.37,-9.94,-1.47
40,-0.4,-9.93,-1.37
50,-0.41,-9.94,-1.35
60,-0.44,-9.98,-1.24
70,-0.42,-10.07,-1.16
80,-0.43,-10.11,-1.16
90,-0.46,-10.14,-1.15
100,-0.5,-10.12,-1.2
110,-0.52,-10.04,-1.34
120,-0.56,-9.94,-1.52
130,-0.58,-9.79,-1.71
140,-0.68,-9.61,-1.94
150,-0.89,-9.25,-2.11
160,-1.24,-8.87,-2.39
170,-1.65,-8.68,-2.26
180,-1.45,-8.81,-2.24
190,-1.44,-8.93,-2.07
200,-1.07,-9.24,-1.65
210,-0.94,-9.02,-1.78
220,-0.64,-8.85,-2.04
230,-0.64,-8.21,-2.42
240,-0.52,-7.65,-2.83
250,-0.15,-7.31,-3.08
260,0.7,-7.03,-3.31
270,2.03,-7.07,-2.47
280,2.82,-7.13,-1.66
290,3.84,-6.73,-1.35
300,4.49,-6.43,-1.48
310,4.87,-5.95,-1.47
320,5.86,-5.84,-1.87
330,6.39,-5.61,-1.61
340,6.78,-5.4,-1.38
350,7.37,-4.76,-0.96
360,7.85,-4.51,-1.04
370,8.53,-3.85,-1.15
380,9.4,-3.14,-1.08
390,10.23,-2.83,-0.53
400,11.34,-2.43,-0.35
410,12.32,-2.72,0.18
420,13.2,-2.92,1.08
430,13.9,-3.41,1.68
440,14.59,-3.65,1.99
450,14.94,-3.72,2.2
460,14.75,-3.43,2.33
470,14.4,-2.96,2.35
480,13.99,-2.41,1.62
490,13.41,-1.59,0.99
500,12.98,-0.91,-0.07
510,12.44,-0.66,-0.62
520,11.85,-0.67,-0.73
530,11.31,-0.75,-0.77
540,10.98,-0.83,-0.87
550,10.83,-0.84,-0.96
560,10.73,-0.79,-1.09
570,10.59,-0.54,-1.3
580,10.42,-0.49,-1.24
590,10.24,-0.59,-1.09
600,10.2,-0.88,-0.84
610,10.32,-1.16,-0.94
620,10.47,-1.36,-0.77
630,10.61,-1.44,-0.7
640,10.51,-1.42,-0.67
650,10.32,-1.35,-0.61
660,10.04,-1.21,-0.67
670,9.78,-1.13,-0.72
680,9.57,-1.2,-0.63
690,9.44,-1.37,-0.55
700,9.44,-1.58,-0.37
710,9.56,-1.71,-0.45
720,9.7,-1.78,-0.53
730,9.85,-1.74,-0.58
740,9.93,-1.66,-0.68
750,9.89,-1.62,-0.74
760,9.76,-1.52,-0.81
770,9.62,-1.44,-0.87
780,9.5,-1.37,-0.96
790,9.42,-1.35,-0.99
800,9.38,-1.36,-0.96
810,9.42,-1.41,-1.03
820,9.45,-1.47,-1.13
830,9.54,-1.61,-1.02
840,9.71,-1.67,-1.07
850,9.92,-1.64,-1.22
860,10.06,-1.59,-1.22
870,10.09,-1.48,-1.29
880,10.03,-1.46,-1.33
890,9.89,-1.49,-1.31
900,9.74,-1.55,-1.37
910,9.62,-1.63,-1.25
920,9.58,-1.6,-1.16
930,9.65,-1.59,-1.13
940,9.76,-1.6,-1.11
950,9.9,-1.58,-1.21
960,10.08,-1.58,-1.23
970,10.28,-1.62,-1.25
980,10.46,-1.66,-1.29
990,10.52,-1.72,-1.19
1000,10.48,-1.78,-1.03
