timestamp,x,y,z
0,0.14,-9.94,-0.86
10,0.13,-10.02,-0.9
20,0.19,-10.17,-0.87
30,0.23,-10.23,-0.8
40,0.28,-10.24,-0.67
50,0.35,-10.18,-0.62
60,0.35,-10.11,-0.63
70,0.35,-10.01,-0.74
80,0.28,-9.96,-0.89
90,0.22,-9.9,-0.96
100,0.17,-9.86,-1.11
110,0.11,-9.87,-1.15
120,0.13,-9.89,-1.06
130,0.19,-9.97,-1.03
140,0.19,-10.06,-0.86
150,0.17,-10.12,-0.78
160,0.16,-10.15,-0.79
170,0.13,-10.22,-0.72
180,0.13,-10.16,-0.78
190,0.12,-10.09,-0.9
200,0.07,-10.08,-0.93
210,-0.03,-9.98,-1.0
220,-0.26,-9.74,-1.21
230,-0.44,-9.75,-1.34
240,-0.38,-9.79,-1.22
250,-0.34,-9.81,-1.35
260,-0.09,-9.85,-1.34
270,0.18,-9.59,-1.42
280,0.11,-8.88,-1.72
290,-0.08,-7.99,-2.35
300,-1.07,-7.01,-3.53
310,-0.81,-5.99,-3.28
320,-1.4,-5.43,-2.94
330,-0.11,-5.07,-3.53
340,1.05,-6.0,-2.82
350,3.16,-6.25,-1.58
360,4.55,-5.82,-1.03
370,5.72,-5.8,-1.35
380,5.78,-5.37,-1.3
390,5.5,-3.89,-1.81
400,5.88,-3.61,-1.21
410,6.11,-2.57,0.1
420,6.92,-2.45,1.61
430,8.58,-2.7,2.52
440,10.79,-2.9,3.32
450,12.53,-2.7,2.93
460,14.1,-3.2,1.95
470,15.21,-1.95,2.77
480,15.31,-3.03,2.71
490,14.83,-2.86,3.17
500,14.05,-2.46,3.43
510,13.04,-1.58,3.35
520,12.06,-1.01,3.0
530,11.45,-0.74,2.61
540,11.31,-0.91,2.22
550,11.34,-1.16,1.83
560,11.46,-1.34,1.57
570,11.44,-1.56,1.39
580,11.3,-1.53,1.32
590,11.08,-1.48,1.47
600,10.91,-1.45,1.47
610,10.71,-1.32,1.37
620,10.53,-1.18,1.29
630,10.36,-1.11,1.19
640,10.24,-1.17,1.15
650,10.17,-1.27,1.12
660,10.21,-1.3,1.0
670,10.25,-1.18,0.86
680,10.26,-0.99,0.9
690,10.2,-0.67,0.7
700,10.13,-0.4,0.67
710,10.07,-0.27,0.73
720,9.98,-0.29,0.87
730,9.96,-0.35,0.85
740,9.92,-0.41,0.91
750,9.9,-0.48,0.87
760,9.91,-0.42,0.78
770,9.91,-0.29,0.59
780,9.83,-0.09,0.45
790,9.73,0.1,0.41
800,9.74,0.18,0.45
810,9.87,0.14,0.61
820,10.08,0.02,0.74
830,10.23,-0.18,0.88
840,10.3,-0.34,0.98
850,10.23,-0.45,0.99
860,10.09,-0.43,0.99
870,9.95,-0.26,0.83
880,9.8,0.02,0.58
890,9.67,0.33,0.44
900,9.66,0.45,0.37
910,9.77,0.45,0.4
920,9.94,0.33,0.48
930,10.15,0.15,0.58
940,10.26,0.07,0.55
950,10.21,0.12,0.54
960,10.03,0.25,0.47
970,9.85,0.31,0.43
980,9.76,0.35,0.39
990,9.82,0.25,0.42
1000,9.94,0.06,0.49
